new_index,Pris,address,zipcode,m2,rooms
4125, 3.998.000, Bogensegade 9,8000 Aarhus C,71,3
4126, 4.150.000, Strandbjerg 6A,2960 Rungsted Kyst,84,3
4127, 4.250.000, Engvej 60,2791 Dragør,86,3
4128, 4.795.000, Jakob Skomager Vej 10 st tv ,9000 Aalborg,152,5
4129, 4.995.000, Strandpassagen 4C ,4600 Køge,129,4
4130, 4.995.000, Harald Jensens Plads 19,8000 Aarhus C,117,5
4131, 5.250.000, Ny Kongensgade 7,1472 København K,88,3
4132, 5.395.000, Tjørnelunds Allé 2,2500 Valby,130,6
4133, 5.495.000, Havneholmen 34,1561 København V,85,2
4134, 5.650.000, Midtermolen 8 3 tv ,2100 København Ø,75,2
4135, 5.795.000, Gasværksvej 28,1656 København V,88,4
4136, 6.150.000, Åboulevard 11,1635 København V,136,5
4137, 6.495.000, Kastanievej 16,1876 Frederiksberg C,95,3
4138, 7.400.000, Sankt Hans Torv 24,2200 København N,150,5
4139, 12.295.000, Carit Etlars Vej 6,1814 Frederiksberg C,173,6
4140, 13.500.000, Hortensiavej 12,1857 Frederiksberg C,130,5
4141, 675.000, Vestergade 38,6100 Haderslev,54,2
4142, 699.000, Østervold 46,8900 Randers C,52,2
4143, 1.385.000, Drewsensvej 29,5000 Odense C,65,2
4144, 1.495.000, Hyacintgården 11,2300 København S,38,1
4145, 1.695.000, Christiansgade 56,9000 Aalborg,67,2
4146, 1.895.000, Sandmarksbo 1,4600 Køge,89,2
4147, 2.265.000, Blomsterlunden 95,8381 Tilst,72,3
4148, 2.275.000, Åbakkevej 47,2720 Vanløse,57,2
4149, 2.348.000, Paludan-Müllers Vej 189 ,8200 Aarhus N,61,3
4150, 2.350.000, Søgade 3A,8000 Aarhus C,70,2
4151, 2.495.000, Vigerslevvej 293,2500 Valby,72,3
4152, 2.595.000, Geelskovparken 6,2830 Virum,61,2
4153, 2.695.000, Aldersrovej 11,8200 Aarhus N,67,2
4154, 2.950.000, Langesvej 28,3400 Hillerød,113,4
4155, 2.995.000, Godthåbsvej 191,2720 Vanløse,75,3
4156, 2.998.000, Jette Tikjøbs Plads 5,8000 Aarhus C,57,2
4157, 3.145.000, Lille Farimagsgade 3,2100 København Ø,43,2
4158, 3.498.000, Heibergsgade 1C,8000 Aarhus C,71,2
4159, 3.500.000, Helga Pedersens Gade 133 ,8000 Aarhus C,84,3
4160, 4.350.000, Jens Otto Krags Gade 9,2300 København S,81,2
4161, 4.395.000, Sølvgade 86,1307 København K,72,3
4162, 4.495.000, Ørstedsgade 7,5000 Odense C,143,3
4163, 4.695.000, Wildersgade 22,1408 København K,88,3
4164, 4.710.000, Irma Pedersens Gade 60,8000 Aarhus C,119,3
4165, 4.995.000, Kvintus Allé 12,2300 København S,87,3
4166, 5.750.000, Askeskellet 28 ,2000 Frederiksberg,130,5
4167, 6.295.000, Amager Boulevard 112,2300 København S,123,4
4168, 10.495.000, Rysensteensgade 6,1564 København V,161,5
4169, 10.650.000, H.C. Ørsteds Vej 50A,1879 Frederiksberg C,178,5
4170, 4.695.000, Lundedalsvej 27,2400 København NV,97,3
4171, 5.495.000, Amerika Plads 25E,2100 København Ø,96,3
4172, 5.650.000, Søllerød Park 4,2840 Holte,100,3
4173, 748.000, Vestervold 31,8900 Randers C,60,2
4174, 1.495.000, Parkvej 9 1 ,9000 Aalborg,66,3
4175, 2.975.000, C.F. Richs Vej 120 2 tv ,2000 Frederiksberg,65,3
4176, 3.295.000, Enghavevej 11 st th ,1674 København V,67,2
4177, 5.350.000, Frederiksvej 20,2000 Frederiksberg,87,4
4178, 8.995.000, Langelinie Allé 9 4 3 ,2100 København Ø,118,3
4179, 16.995.000, Gammel Kongevej 148,1850 Frederiksberg C,206,6
4180, 495.000, Anemonevej 33 st th ,8930 Randers NØ,52,2
4181, 1.495.000, Teglporten 16,3460 Birkerød,48,2
4182, 1.495.000, Plumsgade 1,5000 Odense C,50,3
4183, 1.550.000, Sofielundsvej 10A,2600 Glostrup,46,2
4184, 1.598.000, Bogtrykkervej 8,2400 København NV,58,2
4185, 1.695.000, Palnatokesvej 62,5000 Odense C,70,3
4186, 1.795.000, Chr Rasmussens Vej 22,3000 Helsingør,76,3
4187, 1.875.000, Bellahøjvej 148,2720 Vanløse,0,2
4188, 1.895.000, Vejlegårdsparken 52,2665 Vallensbæk Strand,78,2
4189, 2.065.000, Georgsgade 72 1 th ,5000 Odense C,70,3
4190, 2.350.000, Brannersvej 21,2920 Charlottenlund,47,2
4191, 2.399.000, Trepkasgade 29 1 tv ,8000 Aarhus C,58,2
4192, 2.475.000, Topperne 14,2620 Albertslund,97,4
4193, 2.545.000, Frederiksdalvej 6A,4070 Kirke Hyllinge,145,3
4194, 2.598.000, Frederiks Allé 57 st ,8000 Aarhus C,62,2
4195, 2.750.000, Cæciliavej 13,2500 Valby,58,2
4196, 2.999.000, Bispensgade 29 1 ,9000 Aalborg,150,7
4197, 3.195.000, Gl Hovedgade 8,2970 Hørsholm,100,3
4198, 3.295.000, Helga Larsens Plads 12,2720 Vanløse,75,3
4199, 3.495.000, Øster Voldgade 32,1350 København K,63,3
4200, 4.795.000, Høstvej 6E ,2800 Kongens Lyngby,78,2
4201, 7.495.000, Store Kongensgade 57A,1264 København K,111,3
4202, 13.995.000, Sortedam Dossering 25,2200 København N,155,6
4203, 25.000.000, Fortkaj 30,2150 Nordhavn,293,5
4204, 498.000, Fægangsvej 11E,8585 Glesborg,43,2
4205, 995.000, Holbækvej 7A,4370 Store Merløse,78,3
4206, 1.048.000, Islandsgade 17 st tv ,9000 Aalborg,56,2
4207, 1.195.000, Stjernevej 11 1 tv ,7100 Vejle,81,3
4208, 1.245.000, Rebæk Søpark 3,2650 Hvidovre,44,1
4209, 1.298.000, Englandsgade 35,6700 Esbjerg,79,3
4210, 1.345.000, Herluf Trolles Gade 19,9000 Aalborg,66,2
4211, 1.375.000, Kastrupvej 167,2300 København S,40,1
4212, 1.398.000, Skovbakkevej 43B,8220 Brabrand,71,2
4213, 1.495.000, Perikumvej 9,9000 Aalborg,70,2
4214, 1.495.000, Malurtvej 6,9000 Aalborg,87,3
4215, 1.495.000, Stenvinkelsvej 3,3000 Helsingør,49,2
4216, 1.595.000, Strandgade 47,3000 Helsingør,40,1
4217, 1.995.000, Østervej 13A,2600 Glostrup,68,2
4218, 1.995.000, Brogårdsvej 104,2820 Gentofte,62,2
4219, 1.998.000, Bangsboparken 26,8541 Skødstrup,92,3
4220, 2.095.000, Palnatokesvej 42,5000 Odense C,92,3
4221, 2.295.000, Frederikssundsvej 68C,2400 København NV,54,2
4222, 2.395.000, Frimestervej 8 3 th ,2400 København NV,45,2
4223, 2.445.000, Teglvænget 17,9000 Aalborg,99,4
4224, 2.475.000, Vestervang 23,8000 Aarhus C,67,2
4225, 2.495.000, Hasseløvej 48E,4873 Væggerløse,220,6
4226, 2.495.000, Dalsvinget 30 ,8600 Silkeborg,101,3
4227, 2.525.000, Heibergsgade 6,8000 Aarhus C,48,2
4228, 2.698.000, Finderupvej 2L,8000 Aarhus C,71,3
4229, 2.795.000, Slangerupgade 4,3400 Hillerød,85,3
4230, 2.895.000, Kongevejen 337B,2840 Holte,86,3
4231, 3.150.000, Kongevejen 139,2830 Virum,91,4
4232, 3.195.000, Hornebyvej 58B ,3100 Hornbæk,123,5
4233, 3.495.000, Lykkens Minde 10,2860 Søborg,111,4
4234, 3.495.000, Parmagade 44,2300 København S,93,3
4235, 3.598.000, Marstrandsgade 17B,8000 Aarhus C,82,3
4236, 3.675.000, Åhavnen 64 ,4600 Køge,86,2
4237, 3.695.000, Vagtelvej 67,2000 Frederiksberg,84,3
4238, 3.995.000, Amaliegade 13B,1256 København K,57,2
4239, 3.998.000, Esther Aggebos Gade 10,8000 Aarhus C,98,2
4240, 4.395.000, Danasvej 5,1910 Frederiksberg C,71,2
4241, 4.498.000, Helgolandsgade 18,6700 Esbjerg,142,3
4242, 4.598.000, Åparken 8 st 1 ,8000 Aarhus C,107,4
4243, 4.950.000, Nordre Pakhusvej 59 ,3600 Frederikssund,128,4
4244, 5.395.000, Boulevarden 14,2800 Kongens Lyngby,115,4
4245, 5.395.000, A.D. Jørgensens Vej 35,2000 Frederiksberg,101,3
4246, 5.495.000, Monica Zetterlunds Vej 17,2450 København SV,106,3
4247, 6.795.000, Brejning Strand 1A TV,7080 Børkop,217,8
4248, 7.295.000, Krimsvej 7E ,2300 København S,96,4
4249, 7.495.000, Islands Brygge 34C,2300 København S,103,2
4250, 8.995.000, Fadet 24,1799 København V,130,6
4251, 10.495.000, Upsalagade 20B,2100 København Ø,132,4
4252, 11.995.000, Duntzfelts Alle 19,2900 Hellerup,120,4
4253, 12.700.000, Store Kongensgade 75A st ,1264 København K,120,2
4254, 13.000.000, Vester Voldgade 21,1552 København V,188,5
4255, 445.000, Grønningen 29F ,9800 Hjørring,38,1
4256, 755.000, Æbleparken 142,5270 Odense N,59,2
4257, 995.000, Østerbrogade 39 1 ,6000 Kolding,77,3
4258, 999.999, Klokkedybet 3,2730 Herlev,36,2
4259, 1.195.000, Bjarkesvej 8,3000 Helsingør,54,2
4260, 1.298.000, Bronzealdertoften 2,8210 Aarhus V,43,1
4261, 1.300.000, Brunevang 92,2610 Rødovre,45,1
4262, 1.350.000, Dalgasgade 12 st ,7400 Herning,73,3
4263, 1.495.000, Borgergade 15B,8700 Horsens,86,3
4264, 1.595.000, Spaden A 3,2630 Taastrup,57,2
4265, 1.595.000, Stadionvej 43,2600 Glostrup,53,1
4266, 1.645.000, Rundhøj Allé 86,8270 Højbjerg,83,3
4267, 1.675.000, Sankt Jørgens Gade 8,9000 Aalborg,73,2
4268, 1.695.000, Folehaven 130,2500 Valby,54,2
4269, 1.795.000, Kastrupvej 167,2300 København S,52,2
4270, 1.895.000, Kastrupvej 88,2300 København S,41,1
4271, 1.995.000, Gerbrandsvej 6,2300 København S,50,2
4272, 2.095.000, Adelgade 11C,8400 Ebeltoft,115,2
4273, 2.195.000, Rundhøj Allé 129,8270 Højbjerg,101,4
4274, 2.195.000, Ålandsgade 22,2300 København S,46,2
4275, 2.250.000, Adelgade 11C,8400 Ebeltoft,124,2
4276, 2.425.000, Leen A 1,2630 Taastrup,120,4
4277, 2.645.000, Halsskovgade 4,2100 København Ø,41,2
4278, 2.750.000, Johan Kellers Vej 51,2450 København SV,59,2
4279, 2.995.000, Kapselgade 4,1799 København V,43,2
4280, 2.995.000, Kapselgade 4,1799 København V,43,2
4281, 3.275.000, Ved Møllen 1A,2970 Hørsholm,77,3
4282, 3.295.000, Fogeden 1,3650 Ølstykke,90,3
4283, 3.298.000, Odensegade 21,8000 Aarhus C,64,3
4284, 3.495.000, Tuborgvej 23,2900 Hellerup,69,2
4285, 3.595.000, Bakkevolden 3,2670 Greve,91,3
4286, 3.645.000, A.D. Jørgensens Vej 51,2000 Frederiksberg,68,2
4287, 3.995.000, Skernvej 12,8000 Aarhus C,81,3
4288, 4.695.000, Hovedgaden 24,3460 Birkerød,163,5
4289, 4.695.000, Amager Boulevard 126,2300 København S,92,4
4290, 4.745.000, Meinungsgade 10,2200 København N,76,3
4291, 4.995.000, Silkeborggade 30,2100 København Ø,80,3
4292, 6.198.000, Bindesbølls Allé 21 1 3 ,8240 Risskov,132,4
4293, 6.395.000, Dagmar Petersens Gade 94,8000 Aarhus C,126,3
4294, 7.595.000, Tornebuskegade 1,1131 København K,121,4
4295, 12.495.000, Store Kongensgade 53B,1264 København K,157,4
4296, 12.800.000, Lundsgade 9,2100 København Ø,156,5
4297, 545.000, Arnegårdsvej 3,8230 Åbyhøj,26,1
4298, 925.000, Sommerlystgade 23,8700 Horsens,59,2
4299, 1.095.000, Engvej 1C ,4780 Stege,63,3
4300, 1.395.000, Byskov Alle 26,4200 Slagelse,107,3
4301, 1.595.000, Roskildevej 31,3600 Frederikssund,71,3
4302, 1.645.000, Lodsvej 17,4673 Rødvig Stevns,61,2
4303, 1.695.000, Hyacintgården 17,2300 København S,35,1
4304, 1.750.000, Vangede Bygade 70,2820 Gentofte,55,2
4305, 1.795.000, Spøttrupvej 42,7400 Herning,148,4
4306, 1.798.000, Carit Etlars Vej 25A,8230 Åbyhøj,55,2
4307, 1.850.000, Skanderborgvej 92,8000 Aarhus C,55,2
4308, 1.895.000, Steenstrups Allé 67,4300 Holbæk,72,2
4309, 1.945.000, Dalgasgade 11,9000 Aalborg,94,4
4310, 1.995.000, H I Bies Plads 337 ,9500 Hobro,120,4
4311, 2.145.000, Gebauersgade 8,8000 Aarhus C,50,1
4312, 2.245.000, Nærum Hovedgade 15,2850 Nærum,78,3
4313, 2.495.000, Steenstrups Allé 69,4300 Holbæk,98,3
4314, 2.495.000, Rødovre Parkvej 305,2610 Rødovre,74,3
4315, 2.495.000, Lergravsvej 5,2300 København S,57,2
4316, 2.650.000, P.P. Ørums Gade 22,8000 Aarhus C,69,2
4317, 2.685.000, Vestre Ringgade 156 3 tv ,8000 Aarhus C,71,3
4318, 2.695.000, Nattergalevej 68,2400 København NV,54,2
4319, 2.695.000, Theklavej 39,2400 København NV,69,2
4320, 2.698.000, Poppelgade 7,2200 København N,50,2
4321, 2.750.000, Peter Bangs Vej 116,2000 Frederiksberg,75,2
4322, 2.795.000, Bøgebjerg 1,8400 Ebeltoft,127,4
4323, 2.795.000, Tønnesvej 20,2300 København S,63,3
4324, 2.795.000, Hunderupvej 122B,5230 Odense M,131,5
4325, 2.895.000, Møllehusene 3,4000 Roskilde,83,2
4326, 3.298.000, Åparken 8,8000 Aarhus C,82,3
4327, 3.895.000, Ørestads Boulevard 57C,2300 København S,114,3
4328, 3.995.000, Adelgade 1,1304 København K,68,2
4329, 3.995.000, Valdemarsgade 32,1665 København V,80,2
4330, 3.995.000, Hørsholm Park 4,2970 Hørsholm,113,4
4331, 3.995.000, Frederikssundsvej 333,2700 Brønshøj,116,4
4332, 4.595.000, Tietgensgade 62,1704 København V,82,4
4333, 4.598.000, Esther Aggebos Gade 40,8000 Aarhus C,88,3
4334, 4.599.000, Christiansgade 24,8000 Aarhus C,111,5
4335, 4.795.000, Vølundsgade 22,2200 København N,75,3
4336, 4.895.000, Mosevej 8,2800 Kongens Lyngby,87,3
4337, 5.995.000, Strandvejen 38,2900 Hellerup,118,5
4338, 7.995.000, Sankt Thomas Alle 5A,1824 Frederiksberg C,112,4
4339, 8.245.000, Rundholtsvej 28,2300 København S,124,4
4340, 475.000, Vestervangsvej 71,8800 Viborg,40,1
4341, 495.000, Vestervangsvej 71,8800 Viborg,58,2
4342, 1.275.000, Grøndalsvej 48,8260 Viby J,65,2
4343, 1.295.000, Kastetvej 54,9000 Aalborg,56,2
4344, 1.295.000, Blomstermarken 107,9000 Aalborg,83,3
4345, 1.595.000, Skibbrogade 31,6100 Haderslev,147,5
4346, 1.690.000, Neergårdsparken 11,4000 Roskilde,62,2
4347, 1.700.000, Naffet 30,6100 Haderslev,178,4
4348, 1.795.000, Dalbygade 44,6000 Kolding,139,3
4349, 1.995.000, Kirkeåsen 15 ,2850 Nærum,62,2
4350, 2.150.000, Gyvelvej 12A,4000 Roskilde,75,3
4351, 2.295.000, Vangedevej 150A,2870 Dyssegård ,65,2
4352, 2.295.000, Markskellet 15,2720 Vanløse,59,2
4353, 2.335.000, Boholtevej 13,4600 Køge,94,4
4354, 2.395.000, Saven D 4,2630 Taastrup,102,3
4355, 2.748.000, Kildevældsgade 68,2100 København Ø,51,2
4356, 2.845.000, Vestbanevej 16,2500 Valby,66,2
4357, 2.845.000, Søndre Fasanvej 94C,2500 Valby,65,2
4358, 3.150.000, Turesensgade 9,1368 København K,45,2
4359, 3.395.000, Strandgade 87A,3000 Helsingør,100,3
4360, 3.495.000, Strandpromenaden 55,4600 Køge,83,3
4361, 3.495.000, Smakkegårdsvej 181,2820 Gentofte,93,3
4362, 3.498.000, Harald Jensens Plads 19,8000 Aarhus C,98,3
4363, 3.675.000, Astersvej 31,4600 Køge,122,5
4364, 3.695.000, Søllerød Park 7,2840 Holte,102,4
4365, 3.795.000, Brogade 2B,5500 Middelfart,99,3
4366, 3.795.000, Dronningedammen 4,2970 Hørsholm,81,2
4367, 3.795.000, Nordre Fasanvej 154,2000 Frederiksberg,72,3
4368, 3.795.000, Helsingørsgade 25C,3400 Hillerød,88,3
4369, 3.995.000, Nybrovej 149,2800 Kongens Lyngby,119,5
4370, 4.195.000, Marstrandsgade 12,8000 Aarhus C,90,3
4371, 4.295.000, Julius Posselts Vej 3A,9400 Nørresundby,110,3
4372, 4.695.000, Trelleborggade 15,2150 Nordhavn,82,2
4373, 4.998.000, Nørreport 6,8000 Aarhus C,107,5
4374, 5.995.000, Smålandsgade 6,2300 København S,109,4
4375, 6.295.000, Richard Mortensens Vej 81,2300 København S,155,5
4376, 6.995.000, Martin Luther Kings Vej 7,2450 København SV,115,3
4377, 9.495.000, Skovridergårdsvej 60A,2830 Virum,157,4
4378, 11.195.000, Amager Boulevard 134,2300 København S,199,6
4379, 14.750.000, Østerbrogade 52,2100 København Ø,140,3
4380, 2.295.000, Provstevej 2A,2400 København NV,45,2
4381, 2.495.000, Hørsholm Park 14,2970 Hørsholm,69,2
4382, 2.495.000, Engmarken 11,2770 Kastrup,62,3
4383, 2.695.000, Lauravej 15,2500 Valby,58,2
4384, 4.899.000, Victor Bendix Gade 24,2100 København Ø,86,3
4385, 6.750.000, Borups Alle 154A,2000 Frederiksberg,143,5
4386, 9.500.000, Overgaden Oven Vandet 30A,1415 København K,102,4
4387, 1.795.000, Svenskelejren 14 1 3 ,2700 Brønshøj,53,2
4388, 1.895.000, Jordbrovej 8 st 2 ,8200 Aarhus N,54,2
4389, 2.095.000, Rødovre Parkvej 249 st ,2610 Rødovre,61,2
4390, 2.350.000, P.P. Ørums Gade 6,8000 Aarhus C,66,2
4391, 2.995.000, Backersvej 51,2300 København S,54,2
4392, 3.495.000, Dalstrøget 76,2870 Dyssegård ,87,3
4393, 5.250.000, Skindergade 21 4 ,1159 København K,115,4
4394, 11.900.000, Rosenvængets Hovedvej 50,2100 København Ø,123,3
4395, 465.000, Lyksborgvej 40,7500 Holstebro,43,2
4396, 499.000, Fægangsvej 11D,8585 Glesborg,47,2
4397, 549.000, Mariagervej 79A,8920 Randers NV,62,2
4398, 645.000, Priorgade 7F ,9240 Nibe,50,2
4399, 1.150.000, Stålegade 2C ,3700 Rønne,87,3
4400, 1.195.000, Christmas Møllers Vej 1,5200 Odense V,35,2
4401, 1.395.000, Bethaniagade 17H,7400 Herning,78,2
4402, 1.495.000, Lotusvej 6,5250 Odense SV,91,4
4403, 1.799.000, Gl. Tved 9L ,6000 Kolding,87,3
4404, 1.895.000, Engtoftevej 31C,9000 Aalborg,60,2
4405, 1.998.000, Aldershvilevej 121B,2880 Bagsværd,51,2
4406, 2.295.000, Peter Bangs Vej 235,2500 Valby,51,2
4407, 2.295.000, Lauravej 9,2500 Valby,56,2
4408, 2.349.000, Krudttårnsbakken 5,3300 Frederiksværk,101,3
4409, 2.495.000, Gurrevej 48,3000 Helsingør,87,3
4410, 2.499.000, Sejrøgade 12,8000 Aarhus C,58,2
4411, 2.695.000, Horsekildevej 28,2500 Valby,57,2
4412, 2.725.000, Johan Kellers Vej 43,2450 København SV,56,2
4413, 2.850.000, Dalstrøget 102,2870 Dyssegård ,76,2
4414, 2.995.000, Slotsgade 8G,3480 Fredensborg,118,4
4415, 3.095.000, Reberbanegade 43,2300 København S,59,3
4416, 3.298.000, Banegårdsgade 37,8000 Aarhus C,84,2
4417, 3.745.000, Allégade 51,5000 Odense C,121,4
4418, 3.849.000, Ved Amagerport 2,2300 København S,66,2
4419, 3.995.000, Brettevillesgade 16 ,9000 Aalborg,103,5
4420, 3.995.000, Roskildevej 148B,2500 Valby,114,4
4421, 4.200.000, Victor Bendix Gade 22,2100 København Ø,90,3
4422, 4.498.000, Bernhardt Jensens Boulevard 91,8000 Aarhus C,98,3
4423, 4.995.000, Blidahpark 6 2 th ,2900 Hellerup,91,4
4424, 4.995.000, Vejlesøparken 17,2840 Holte,125,3
4425, 5.375.000, Papirfabrikken 52,8600 Silkeborg,105,3
4426, 7.495.000, Bredgade 22,1260 København K,99,3
4427, 10.995.000, Amager Strandvej 122A,2300 København S,139,3
4428, 375.000, Olfert Fischers Vej 19C ,9900 Frederikshavn,69,2
4429, 895.000, Holsteinsgade 21,8300 Odder,57,2
4430, 928.000, Hobrovej 48 2 th ,8900 Randers C,80,2
4431, 1.095.000, Ligustervej 35 ,8600 Silkeborg,75,2
4432, 1.250.000, Skovvejen 46H,8000 Aarhus C,30,1
4433, 1.295.000, Beatesmindevej 167,9210 Aalborg SØ,72,3
4434, 1.448.000, Poul Buås Vej 36,9000 Aalborg,71,3
4435, 1.450.000, Marselis Boulevard 36 7 mf ,8000 Aarhus C,46,1
4436, 1.550.000, Gammel Køge Landevej 266,2650 Hvidovre,47,1
4437, 1.695.000, Jens Baggesens Vej 118,8200 Aarhus N,59,2
4438, 1.798.000, Haslevej 12F ,8230 Åbyhøj,47,2
4439, 1.998.000, Teglvænget 15,9000 Aalborg,84,3
4440, 2.295.000, Rytterparken 54,2765 Smørum,68,2
4441, 2.295.000, Stationsvej 9,4681 Herfølge,121,4
4442, 2.295.000, Haydnsvej 21,2450 København SV,53,2
4443, 2.400.000, Rugmarken 47,3060 Espergærde,96,3
4444, 2.445.000, Skovvangsvej 26A,8200 Aarhus N,75,2
4445, 2.695.000, Florensvej 4,2300 København S,52,2
4446, 2.750.000, Albertslundvej 105,2625 Vallensbæk,104,4
4447, 2.795.000, Romsøgade 8,2100 København Ø,50,2
4448, 2.950.000, Indiakaj 13 st ,2100 København Ø,48,1
4449, 2.995.000, Clarasvej 1D 1 1 ,2920 Charlottenlund,54,3
4450, 2.995.000, Søgårdsvej 5A,2820 Gentofte,69,2
4451, 3.148.000, Finderupvej 2D,8000 Aarhus C,87,3
4452, 3.295.000, Tvendagervej 1A ,2750 Ballerup,82,3
4453, 3.495.000, Dianas Have 72 ,2970 Hørsholm,85,3
4454, 3.495.000, Prins Constantins Vej 7,2000 Frederiksberg,60,2
4455, 3.588.000, Virum Torv 9,2830 Virum,105,4
4456, 3.595.000, Ordrupvej 132E st tv ,2920 Charlottenlund,75,3
4457, 4.450.000, Bregnerødvej 4A,3460 Birkerød,103,3
4458, 5.295.000, Nørre Allé 11B,2200 København N,78,2
4459, 5.895.000, Viborggade 13,2100 København Ø,90,3
4460, 8.998.000, Willy Brandts Vej 1,2450 København SV,134,4
4461, 545.000, Peter Freuchensvej 21E,4800 Nykøbing F,46,1
4462, 595.000, Havnevej 138D ,8500 Grenaa,85,3
4463, 669.000, Klintealle 1H,5600 Faaborg,44,2
4464, 730.000, Lodsgade 6B,9900 Frederikshavn,105,3
4465, 750.000, Pengekrogen 5E ,5700 Svendborg,39,2
4466, 1.078.000, Storegade 67A,6700 Esbjerg,81,3
4467, 1.098.000, Skoleparken 13,6705 Esbjerg Ø,93,3
4468, 1.195.000, Randersvej 47C ,8680 Ry,53,2
4469, 1.245.000, Dr. Louise Gade 14,7700 Thisted,152,5
4470, 1.350.000, Listedvej 5K ,2770 Kastrup,26,1
4471, 1.350.000, Godtgemt 7,2880 Bagsværd,46,1
4472, 1.495.000, Kragholmen 200,9900 Frederikshavn,82,2
4473, 1.595.000, Paltholmvej 110,3520 Farum,53,1
4474, 1.795.000, Tvethøjvej 28,4320 Lejre,40,2
4475, 1.895.000, Rebæk Søpark 3,2650 Hvidovre,61,2
4476, 1.895.000, Bytoften 20,2650 Hvidovre,58,2
4477, 1.899.000, Lindevangshusene 112,2630 Taastrup,65,2
4478, 1.925.000, Kastaniehaven 5,4330 Hvalsø,83,3
4479, 1.995.000, Kastetvej 54 3 tv ,9000 Aalborg,83,3
4480, 1.998.000, Silkeborgvej 319A,8230 Åbyhøj,63,2
4481, 2.195.000, Rebæk Søpark 17,2650 Hvidovre,70,2
4482, 2.195.000, Gammel Køge Landevej 238B,2650 Hvidovre,49,2
4483, 2.249.500, Trekronergade 2,2500 Valby,54,2
4484, 2.395.000, Hovedvagtsstræde 8,3000 Helsingør,73,3
4485, 2.395.000, Tåsingegade 22,8200 Aarhus N,63,2
4486, 2.395.000, Vindingevej 36,4000 Roskilde,97,4
4487, 3.195.000, Nybrovej 149,2800 Kongens Lyngby,94,4
4488, 3.295.000, Vølundsgade 21,2200 København N,56,2
4489, 3.295.000, Ved Bommen 28,2820 Gentofte,71,2
4490, 3.395.000, Smakkegårdsvej 205,2820 Gentofte,101,4
4491, 3.395.000, Kongelundsvej 67B,2300 København S,69,3
4492, 3.845.000, Arnesvej 8B,2700 Brønshøj,87,3
4493, 4.695.000, Vestervej 73 ,2630 Taastrup,132,4
4494, 4.698.000, Helga Pedersens Gade 7,8000 Aarhus C,94,2
4495, 4.795.000, Adilsvej 9A,2000 Frederiksberg,78,3
4496, 5.295.000, Dronningens Tværgade 11,1302 København K,80,3
4497, 5.995.000, Finsensvej 11A,2000 Frederiksberg,113,4
4498, 6.195.000, Mørdrupvej 69,3060 Espergærde,140,3
4499, 6.495.000, Strandvejen 323 st mf ,2920 Charlottenlund,77,4
4500, 7.495.000, Carit Etlars Vej 9,1814 Frederiksberg C,120,3
4501, 8.495.000, Johan Semps Gade 11,1402 København K,132,4
4502, 825.000, Frilandsvej 21,9800 Hjørring,100,3
4503, 895.000, Falkevej 50 st 12 ,8800 Viborg,77,2
4504, 895.000, Ringstedgade 50,4700 Næstved,68,2
4505, 998.000, Rantzausgade 11,2200 København N,34,1
4506, 1.159.000, Aaparken 3,8300 Odder,75,3
4507, 1.395.000, Rødegårdsvej 80,5000 Odense C,70,3
4508, 1.398.000, Grøfthøjparken 160,8260 Viby J,59,2
4509, 1.545.000, Christiansgade 48 st tv ,9000 Aalborg,52,2
4510, 1.598.000, Skipper Clements Gade 5,9000 Aalborg,68,3
4511, 1.695.000, Frederikshavnsvej 14,9990 Skagen,79,3
4512, 1.795.000, Lilliendalsvej 9,2600 Glostrup,43,1
4513, 1.995.000, Bøtølundvej 179 ,4873 Væggerløse,70,3
4514, 1.995.000, Vandtårnsvej 5,3460 Birkerød,72,3
4515, 1.998.000, Langenæs Allé 35,8000 Aarhus C,73,2
4516, 2.025.000, Kastrupkrogen 19,2770 Kastrup,54,2
4517, 2.195.000, Vejlegårdsparken 52,2665 Vallensbæk Strand,86,3
4518, 2.250.000, Brannersvej 23,2920 Charlottenlund,44,2
4519, 2.295.000, Jydeholmen 7,2720 Vanløse,57,2
4520, 2.498.000, Vestre Ringgade 222,8000 Aarhus C,85,3
4521, 2.695.000, Keplersgade 2,2300 København S,56,2
4522, 2.698.000, Vestervang 22,8000 Aarhus C,72,2
4523, 2.995.000, Bredebovej 23,2800 Kongens Lyngby,64,3
4524, 3.425.000, Østre Havnegade 48 1 th ,9000 Aalborg,105,3
4525, 3.450.000, Helgolandsgade 16 1 ,8000 Aarhus C,76,2
4526, 3.495.000, Stockflethsvej 39,2000 Frederiksberg,63,2
4527, 3.495.000, Strandgade 52,3000 Helsingør,111,3
4528, 3.995.000, Bernhardt Jensens Boulevard 117,8000 Aarhus C,85,2
4529, 4.000.000, Ågade 94,2200 København N,82,3
4530, 5.195.000, Gyldenløvesgade 21,1600 København V,123,4
