new_index,Pris,address,zipcode,m2,rooms
1512, 5.875.000, Havneøen 12,7100 Vejle,149,3
1513, 5.895.000, Havneøen 12,7100 Vejle,160,3
1514, 5.950.000, Pakhusvej 8 5 th ,2100 København Ø,101,3
1515, 5.995.000, Havneøen 12,7100 Vejle,149,3
1516, 6.075.000, Havneøen 12,7100 Vejle,160,3
1517, 6.135.000, Havneøen 12,7100 Vejle,149,3
1518, 6.195.000, Hørsholmsgade 22I,2200 København N,95,3
1519, 6.210.000, Havneøen 12,7100 Vejle,160,3
1520, 6.265.000, Havneøen 12,7100 Vejle,149,3
1521, 6.295.000, Havneøen 12,7100 Vejle,160,3
1522, 6.795.000, Norsvej 5,1916 Frederiksberg C,101,3
1523, 6.995.000, Mariendalsvej 28,2000 Frederiksberg,115,5
1524, 7.998.000, Absalonsgade 9,1658 København V,137,4
1525, 8.295.000, Willy Brandts Vej 13,2450 København SV,120,4
1526, 11.000.000, Sundkaj 71,2150 Nordhavn,158,5
1527, 11.495.000, Tuborg Sundpark 4,2900 Hellerup,93,3
1528, 14.495.000, Langelinie Allé 7,2100 København Ø,157,4
1529, 898.000, Vester Altanvej 26,8900 Randers C,68,2
1530, 2.600.000, Lyshøjgårdsvej 103,2500 Valby,45,1
1531, 2.675.000, Skanderborgvej 15,8000 Aarhus C,65,2
1532, 2.995.000, Helmer Søgårds Alle 13,2770 Kastrup,69,3
1533, 3.095.000, Skrågade 2A,9400 Nørresundby,125,3
1534, 3.145.000, Hamletsgade 17,2200 København N,57,2
1535, 3.895.000, Jagtvej 137,2200 København N,78,3
1536, 5.295.000, Breslaugade 14,2300 København S,103,4
1537, 8.195.000, Kirsteinsgade 1,2100 København Ø,134,4
1538, 30.000.000, Store Strandstræde 18A 1 ,1255 København K,273,6
1539, 775.000, Vestermarken 1 st ,7400 Herning,122,7
1540, 1.398.000, Søndergade 24,9000 Aalborg,50,2
1541, 1.495.000, Præstøvej 82,4700 Næstved,100,3
1542, 1.950.000, Brandholms Alle 28A 2 th ,2610 Rødovre,48,2
1543, 2.195.000, Askevej 1,3630 Jægerspris,102,4
1544, 2.895.000, Peter Bangs Vej 270 st tv ,2500 Valby,68,3
1545, 2.895.000, Horsekildevej 16,2500 Valby,61,2
1546, 3.250.000, Krudttårnsvej 13,2791 Dragør,76,3
1547, 3.295.000, Syvmose Allé 4,4130 Viby Sjælland,112,4
1548, 3.495.000, Guldbergsvej 12,5000 Odense C,94,4
1549, 3.898.000, Grønnegade 54B ,8000 Aarhus C,96,3
1550, 4.250.000, Amagerbrogade 246A,2300 København S,95,3
1551, 4.895.000, Reberbansgade 33A ,9000 Aalborg,211,6
1552, 4.995.000, Rentemestervej 19B,2400 København NV,133,3
1553, 5.195.000, Øresundsvej 144G 3 th ,2300 København S,85,2
1554, 5.995.000, Ingerslevsgade 126,1705 København V,102,3
1555, 7.495.000, Tranevænget 6,2900 Hellerup,99,3
1556, 8.500.000, Helsingørsgade 27D 1 ,3400 Hillerød,165,5
1557, 8.995.000, Tranevænget 4,2900 Hellerup,124,3
1558, 18.000.000, Gothersgade 139 3 ,1123 København K,218,6
1559, 379.000, Skelvangsvej 161,8920 Randers NV,45,2
1560, 595.000, Bertel Nielsens Vej 4,7100 Vejle,32,1
1561, 648.000, Snerlevej 23 st tv ,8930 Randers NØ,64,3
1562, 795.000, Flintebjerg Alle 9,8900 Randers C,65,2
1563, 895.000, Nørregade 25,8300 Odder,51,2
1564, 948.000, Parkvej 164 2 71 ,4700 Næstved,48,2
1565, 995.000, Havnevej 7 st 5 ,6094 Hejls,64,2
1566, 1.050.000, Brobjerg Parkvej 57,8250 Egå,39,1
1567, 1.295.000, Rundhøj Allé 86,8270 Højbjerg,54,2
1568, 1.345.000, Poul Paghs Gade 27,9000 Aalborg,60,2
1569, 1.345.000, Højagerparken 49,2750 Ballerup,54,1
1570, 1.345.000, Borgergade 24,9000 Aalborg,73,3
1571, 1.445.000, Rødovrevej 303,2610 Rødovre,45,1
1572, 1.495.000, Mågevej 54,2400 København NV,54,2
1573, 1.545.000, Dannebrogsgade 25 1 th ,9000 Aalborg,60,2
1574, 1.695.000, Østergade 33,4700 Næstved,85,3
1575, 1.695.000, Agerskovvej 4F,2610 Rødovre,70,2
1576, 1.795.000, Jens Chr. Skous Vej 8B ,4690 Haslev,86,3
1577, 1.850.000, Klostergade 19 1 3 ,8000 Aarhus C,33,1
1578, 2.095.000, Mølleåparken 6,2800 Kongens Lyngby,63,2
1579, 2.098.000, Hasserisgade 2,9000 Aalborg,73,3
1580, 2.145.000, Boholtevej 43,4600 Køge,81,3
1581, 2.195.000, Østerbæksvej 16,5230 Odense M,92,4
1582, 2.295.000, Rugmarken 11,3060 Espergærde,97,4
1583, 2.295.000, Næsborgvej 54,2650 Hvidovre,73,3
1584, 2.398.000, Frederikssundsvej 68B,2400 København NV,54,2
1585, 2.495.000, Tåsingegade 18,8200 Aarhus N,64,2
1586, 2.498.000, Odensegade 29,8000 Aarhus C,55,2
1587, 2.550.000, Nakskovvej 49,2500 Valby,57,2
1588, 2.595.000, Sommerstedgade 15,1718 København V,55,2
1589, 2.645.000, Vordingborggade 90,2100 København Ø,57,2
1590, 2.649.000, Hjelmensgade 4B,8000 Aarhus C,47,2
1591, 2.695.000, Bremensgade 19 2 tv ,2300 København S,56,2
1592, 2.695.000, Lærkevej 14,2400 København NV,64,2
1593, 2.698.000, Ørnevej 21,2400 København NV,62,2
1594, 2.795.000, Jansvej 20,2300 København S,63,2
1595, 2.795.000, Eriksgade 5,1708 København V,41,2
1596, 3.095.000, Nordstensvej 2,3400 Hillerød,91,3
1597, 3.145.000, Tjørnerækken 1,2300 København S,61,2
1598, 3.395.000, Holsteinsgade 66,2100 København Ø,71,2
1599, 3.400.000, Helga Pedersens Gade 131 ,8000 Aarhus C,81,2
1600, 3.450.000, Nørregade 35B,4030 Tune,117,4
1601, 3.495.000, Ved Sønderport 20,2300 København S,64,2
1602, 3.695.000, Krudtløbsvej 5,1439 København K,127,0
1603, 3.895.000, Ørestads Boulevard 61E,2300 København S,74,3
1604, 4.195.000, Lille Nyhavn,8660 Skanderborg,117,0
1605, 4.295.000, Constantin Hansens Gade 18,1799 København V,72,2
1606, 4.550.000, Broksøvej 11,2700 Brønshøj,71,3
1607, 4.750.000, Boulevarden 14,2800 Kongens Lyngby,115,4
1608, 4.795.000, Åkæret 3,7100 Vejle,106,3
1609, 4.950.000, Buddingevej 15,2800 Kongens Lyngby,105,4
1610, 4.975.000, Heslegårdsvej 8,2900 Hellerup,87,3
1611, 5.195.000, Viktoriagade 8E,1655 København V,82,3
1612, 5.695.000, Strandboulevarden 42,2100 København Ø,100,3
1613, 6.395.000, Helga Pedersens Gade 103,8000 Aarhus C,94,3
1614, 6.450.000, Ernie Wilkins Vej 29,2450 København SV,94,3
1615, 7.650.000, Rosenvængets Hovedvej 50 1 tv ,2100 København Ø,100,2
1616, 370.000, Skelvangsvej 151,8920 Randers NV,45,2
1617, 725.000, Østervold 46,8900 Randers C,53,2
1618, 885.000, Tousvej 95,8230 Åbyhøj,31,1
1619, 1.150.000, Løvegade 51A st ,4200 Slagelse,71,3
1620, 1.195.000, Vejlebrovej 78,2635 Ishøj,35,1
1621, 1.198.000, Faaborgvej 74,5250 Odense SV,69,2
1622, 1.250.000, Beatesmindevej 85,9210 Aalborg SØ,79,3
1623, 1.495.000, Mindegade 10 2 5 ,7400 Herning,99,3
1624, 1.495.000, Thuresensgade 35,5000 Odense C,58,2
1625, 1.598.000, Lundbyesgade 11,8000 Aarhus C,39,1
1626, 1.599.000, Dronningensgade 115,5000 Odense C,52,2
1627, 1.675.000, Holme Ringvej 148 1 tv ,8260 Viby J,60,2
1628, 1.699.000, Silkeborgvej 178,8000 Aarhus C,39,2
1629, 1.775.000, Kirkevej 5B,8362 Hørning,77,3
1630, 1.795.000, Borgergade 24 1 th ,9000 Aalborg,79,3
1631, 1.850.000, Maglegårds Alle 51,2860 Søborg,55,3
1632, 1.995.000, Teglgårdsvej 629,3050 Humlebæk,90,4
1633, 1.995.000, Gammel Køge Landevej 220A,2650 Hvidovre,61,2
1634, 2.095.000, Leen D 3,2630 Taastrup,116,4
1635, 2.095.000, Reerslevvej 17,2640 Hedehusene,85,3
1636, 2.145.000, Mosegårdsvej 23,2820 Gentofte,62,2
1637, 2.175.000, Herningvej 7B,6950 Ringkøbing,112,3
1638, 2.195.000, Skomagergade 21,4000 Roskilde,56,1
1639, 2.200.000, Skjoldagervej 70,2820 Gentofte,57,2
1640, 2.250.000, Gartnervang 47,4000 Roskilde,79,3
1641, 2.295.000, Ordrupvej 98D 1 th ,2920 Charlottenlund,58,2
1642, 2.295.000, Søndermarken 72,3060 Espergærde,89,4
1643, 2.398.000, Skovgaardsgade 16,8000 Aarhus C,52,2
1644, 2.495.000, Vestre Stationsvej 96,5000 Odense C,136,4
1645, 2.495.000, Rådhustorvet 31,3660 Stenløse,80,3
1646, 2.650.000, Dybendalsvej 71,2720 Vanløse,73,2
1647, 2.695.000, Øresundsvej 46,2300 København S,57,2
1648, 2.750.000, Godsbanegade 7,8700 Horsens,109,3
1649, 2.795.000, Parmagade 23,2300 København S,75,0
1650, 2.895.000, Johan Kellers Vej 40 st tv ,2450 København SV,56,2
1651, 2.995.000, Tolderlundsvej 86,5000 Odense C,93,3
1652, 2.995.000, Boulevarden 14,2800 Kongens Lyngby,71,3
1653, 3.150.000, Mejlgade 78A,8000 Aarhus C,71,2
1654, 3.195.000, Ahornsgade 21,2200 København N,48,2
1655, 3.248.000, Nygårdsvej 88,6700 Esbjerg,133,4
1656, 3.295.000, Mølleåparken 11,2800 Kongens Lyngby,83,4
1657, 3.295.000, Marbæk Park 42,2750 Ballerup,94,3
1658, 3.750.000, Niels Juels Gade 29,8200 Aarhus N,74,3
1659, 3.795.000, Sankt Annæ Gade 6,1416 København K,54,2
1660, 3.795.000, Platanvej 5,1810 Frederiksberg C,63,2
1661, 3.848.000, Helgesvej 37 ,8230 Åbyhøj,88,3
1662, 3.995.000, Borgmester Fischers Vej 5F,2000 Frederiksberg,77,2
1663, 3.995.000, Stationsparken 35,2600 Glostrup,94,3
1664, 3.995.000, Andreas Bjørns Gade 8,1428 København K,54,2
1665, 3.995.000, Silkeborggade 39,2100 København Ø,66,2
1666, 3.998.000, Ceresbyen 40,8000 Aarhus C,86,3
1667, 4.395.000, C.F. Møllers Allé 20,2300 København S,99,3
1668, 4.450.000, Carl Nielsens Kvarter 9,5000 Odense C,127,4
1669, 4.945.000, Hersegade 20B ,4000 Roskilde,109,3
1670, 5.295.000, Torvegade 1,8900 Randers C,274,6
1671, 5.450.000, Tåsingegade 29,2100 København Ø,98,2
1672, 7.000.000, Teglgårdstræde 10,1452 København K,105,3
1673, 7.245.000, Havneholmen 32,1561 København V,112,3
1674, 8.795.000, Peblinge Dossering 4 1 tv ,2200 København N,108,5
1675, 9.995.000, Ole Suhrs Gade 20,1354 København K,160,5
1676, 10.000.000, Boldhusgade 2 2 ,1062 København K,143,4
1677, 350.000, Viborgvej 273A,7840 Højslev,65,2
1678, 595.000, Lyngbyvej 239X,9480 Løkken,44,2
1679, 725.000, Lillesøvej 3 1 4 ,8660 Skanderborg,33,1
1680, 725.000, Sjællandsgade 45,8900 Randers C,68,2
1681, 950.000, Liselejevej 2B,3360 Liseleje,62,2
1682, 950.000, Falkevej 46,8800 Viborg,72,3
1683, 975.000, Ydunsvej 30 st th ,7000 Fredericia,81,3
1684, 1.395.000, Sabroesvej 17B,3000 Helsingør,55,2
1685, 1.695.000, Tamsborgvej 15,3400 Hillerød,59,2
1686, 1.795.000, Gammel Køge Landevej 266,2650 Hvidovre,48,2
1687, 1.895.000, Taastrup Have 20 2 th ,2630 Taastrup,61,2
1688, 2.175.000, Kammerrådensvej 23,2970 Hørsholm,53,3
1689, 2.195.000, Gl. Holmegårdsvej 31,3400 Hillerød,82,3
1690, 2.395.000, Kildebakkegårds Alle 139,2860 Søborg,65,3
1691, 2.495.000, Dalvangsvej 13,2600 Glostrup,88,3
1692, 2.495.000, Gasværksvej 6,2970 Hørsholm,82,3
1693, 2.595.000, Rødovre Parkvej 193,2610 Rødovre,73,3
1694, 2.695.000, Tranegårdsvej 60 1 th ,2900 Hellerup,63,2
1695, 2.698.000, Vestre Ringgade 56,8000 Aarhus C,93,3
1696, 2.795.000, Askevænget 47,2830 Virum,69,3
1697, 2.840.000, Holger Danskes Vej 18,2000 Frederiksberg,42,2
1698, 2.895.000, Vestergade 15C,8000 Aarhus C,55,2
1699, 2.945.000, Borgediget 20 1 th ,4000 Roskilde,93,4
1700, 2.995.000, Egeparken 5 4 3 ,9000 Aalborg,96,3
1701, 2.995.000, Vingårds Alle 73,2900 Hellerup,61,2
1702, 2.995.000, Kurparken 12,6340 Kruså,146,3
1703, 2.998.000, Ryhavevej 1B,8210 Aarhus V,99,3
1704, 3.395.000, Nærum Hovedgade 92,2850 Nærum,101,4
1705, 3.398.000, Skt. Nicolaus Gade 3,8000 Aarhus C,75,2
1706, 3.399.000, Vesterbrogade 15,8000 Aarhus C,83,3
1707, 3.595.000, Platanvej 5,1810 Frederiksberg C,66,2
1708, 3.850.000, Andreas Bjørns Gade 16,1428 København K,52,2
1709, 3.995.000, Stadionvej 84,2600 Glostrup,95,3
1710, 3.998.000, Teglholmsgade 6D,2450 København SV,76,2
1711, 3.999.000, Lyneborggade 8,2300 København S,76,3
1712, 4.250.000, Mølleåparken 15,2800 Kongens Lyngby,81,3
1713, 4.295.000, Valdemarsgade 44,1665 København V,58,3
1714, 4.595.000, Promenadebyen 2,5000 Odense C,146,4
1715, 4.850.000, Ørbækgårds Alle 903,2970 Hørsholm,97,3
1716, 4.975.000, Allersgade 2,2200 København N,97,3
1717, 4.995.000, Holmbladsgade 70A,2300 København S,98,4
1718, 5.995.000, Frederikssundsvej 25,2400 København NV,124,5
1719, 8.995.000, Klosterstræde 13,1157 København K,127,3
1720, 10.495.000, Vejlesøparken 14,2840 Holte,160,5
1721, 13.495.000, Pakhusvej 2,2100 København Ø,172,5
1722, 845.000, Nørrebrogade 26,7000 Fredericia,69,2
1723, 950.000, Erik Menveds Vej 10H ,8400 Ebeltoft,46,2
1724, 950.000, Østerhavensvej 9 ,9362 Gandrup,116,4
1725, 975.000, Gothersgade 39 st tv ,8800 Viborg,59,2
1726, 1.195.000, Teglgårdsvej 919,3050 Humlebæk,39,1
1727, 1.195.000, Læsøgade 3,9000 Aalborg,63,2
1728, 1.245.000, Tapdrupvej 92A ,8800 Viborg,94,4
1729, 1.295.000, Godtgemt 3,2880 Bagsværd,47,1
1730, 1.295.000, Estlandsgade 9,9000 Aalborg,47,2
1731, 1.295.000, Hedekæret 55,2640 Hedehusene,49,1
1732, 1.295.000, Ndr.Stationsvej 14T ,4200 Slagelse,83,2
1733, 1.595.000, Plumsgade 4,5000 Odense C,68,2
1734, 1.695.000, Dalstrøget 125,2870 Dyssegård ,45,2
1735, 1.699.000, Gyldenløvesgade 10,5000 Odense C,73,2
1736, 1.950.000, Vognmandsmarken 12,4000 Roskilde,67,2
1737, 2.350.000, Tønnesvej 6,2300 København S,59,2
1738, 2.395.000, Stengade 52B,2200 København N,41,1
1739, 2.448.000, Horsekildevej 30,2500 Valby,57,2
1740, 2.495.000, Fiolgade 6 ,3000 Helsingør,93,4
1741, 2.495.000, Eremitageparken 95,2800 Kongens Lyngby,70,2
1742, 2.650.000, Enghavevej 19,1674 København V,48,2
1743, 2.695.000, Egeparken 31D,2680 Solrød Strand,91,3
1744, 2.795.000, Tage-Hansens Gade 13,8000 Aarhus C,77,3
1745, 2.895.000, Liebingsplads 4,8680 Ry,111,3
1746, 2.895.000, Liebingsplads 4,8680 Ry,107,3
1747, 3.195.000, Liebingsplads 4,8680 Ry,102,3
1748, 3.195.000, Liebingsplads 4,8680 Ry,106,3
1749, 3.198.000, Knudrisgade 45,8000 Aarhus C,73,3
1750, 3.250.000, Filosofgangen 60,5000 Odense C,92,3
1751, 3.350.000, Dronningens Tværgade 46,1302 København K,52,1
1752, 3.445.000, Liebingsplads 4,8680 Ry,102,3
1753, 3.495.000, Stationsparken 35,2600 Glostrup,94,3
1754, 3.595.000, Liebingsplads 4,8680 Ry,106,3
1755, 3.645.000, Dunkerquegade 1,2150 Nordhavn,59,2
1756, 3.695.000, Nattergalevej 90,2400 København NV,78,3
1757, 3.845.000, Allékredsen 1,3400 Hillerød,106,4
1758, 3.850.000, Sølvgade 15,1307 København K,52,2
1759, 3.895.000, Joensuuvej 10,4000 Roskilde,104,3
1760, 3.990.000, Tagensvej 57,2200 København N,70,3
1761, 3.995.000, Østre Havnegade 36E 2 3 ,9000 Aalborg,101,2
1762, 3.995.000, Edvard Thomsens Vej 87,2300 København S,89,3
1763, 4.175.000, Rolighedsvej 17 1 4 ,8240 Risskov,93,3
1764, 4.495.000, Ringstedgade 76D ,4000 Roskilde,137,3
1765, 4.495.000, Frederiksvej 45,2000 Frederiksberg,70,3
1766, 4.695.000, Nordøstpassagen 26,8700 Horsens,159,4
1767, 4.695.000, Ulrikkenborg Alle 1,2800 Kongens Lyngby,87,3
1768, 4.995.000, Snorresgade 2,2300 København S,80,3
1769, 4.998.000, Skovvejen 46I,8000 Aarhus C,87,4
1770, 5.195.000, Brobergsgade 7,1427 København K,71,3
1771, 5.200.000, Vesterbrogade 36,8000 Aarhus C,114,4
1772, 5.395.000, Bardenflethsgade 5,2300 København S,98,4
1773, 5.495.000, Valkendorfsgade 7B,1151 København K,84,2
1774, 5.650.000, C.F. Møllers Allé 38,2300 København S,103,4
1775, 5.898.000, Ingrid Marievej 66,2500 Valby,114,4
1776, 5.998.000, Helga Pedersens Gade 109,8000 Aarhus C,113,0
1777, 6.295.000, Åhavnen 4 ,4600 Køge,155,4
1778, 6.350.000, Nørre Farimagsgade 69,1364 København K,117,4
1779, 7.450.000, Murergade 7,3000 Helsingør,133,3
1780, 7.995.000, Laksegade 30,1063 København K,101,3
1781, 598.000, Daugbjergvej 8B ,8860 Ulstrup,62,2
1782, 745.000, Æbleparken 100,5270 Odense N,59,2
1783, 925.000, Pebermyntevej 5,8800 Viborg,96,2
1784, 995.000, Dalgas Alle 109,7800 Skive,136,5
1785, 1.200.000, Rolighedsvej 12,3000 Helsingør,42,1
1786, 1.345.000, Himmerlandsgade 3,9000 Aalborg,65,2
1787, 1.395.000, Volden 22,8800 Viborg,86,3
1788, 1.395.000, Døckerslundsvej 2A,5000 Odense C,67,2
1789, 1.398.000, Forchhammersvej 9B,9000 Aalborg,48,2
1790, 1.495.000, Borupvej 53D - ,3320 Skævinge,71,2
1791, 1.498.000, Eskebækparken 17,8660 Skanderborg,93,4
1792, 1.595.000, Helmer Søgårds Alle 8,2770 Kastrup,35,1
1793, 1.699.000, Aldershvilevej 111,2880 Bagsværd,48,2
1794, 1.750.000, Dalstrøget 65,2870 Dyssegård ,44,1
1795, 1.995.000, Frankrigsgade 27,2300 København S,42,1
1796, 1.995.000, Frederiksdalsvej 101B,2830 Virum,52,2
1797, 2.250.000, Maglekæret 38H ,2680 Solrød Strand,78,3
1798, 2.295.000, Amager Landevej 90,2770 Kastrup,69,3
1799, 2.295.000, Tartinisvej 30,2450 København SV,57,2
1800, 2.375.000, Humlemarken 26,3060 Espergærde,91,4
1801, 2.550.000, Reberbanegade 25,2300 København S,50,2
1802, 2.595.000, Ved Diget 7,2770 Kastrup,65,3
1803, 2.695.000, Kastruplundgade 66,2770 Kastrup,59,3
1804, 2.895.000, Fredensgade 52C,8000 Aarhus C,74,3
1805, 2.898.000, Kridtsløjfen 21,9000 Aalborg,103,3
1806, 2.995.000, Nyborggade 16,2100 København Ø,51,2
1807, 2.995.000, Sallingvej 62,2720 Vanløse,101,3
1808, 2.995.000, Marstalsgade 32,2100 København Ø,54,2
1809, 2.995.000, Valby Langgade 108,2500 Valby,67,2
1810, 3.195.000, Dalbygade 56,6000 Kolding,150,4
1811, 3.275.000, Ceresbyen 36,8000 Aarhus C,64,3
1812, 3.350.000, Odensegade 29,8000 Aarhus C,68,3
1813, 3.495.000, Hvidovrevej 180,2650 Hvidovre,97,3
1814, 3.495.000, Dannebrogsgade 7,8000 Aarhus C,79,3
1815, 3.595.000, Kvintus Allé 12,2300 København S,74,2
1816, 3.695.000, Søllerød Park 19,2840 Holte,75,3
1817, 3.745.000, Nordre Strandvej 3C,3000 Helsingør,74,2
1818, 3.745.000, Nordre Strandvej 3C,3000 Helsingør,77,3
1819, 3.745.000, Nordre Strandvej 3E,3000 Helsingør,77,3
1820, 3.745.000, Nordre Strandvej 3E,3000 Helsingør,74,2
1821, 3.795.000, Hjallesevej 53B,5000 Odense C,114,5
1822, 3.795.000, Nordre Strandvej 3C,3000 Helsingør,74,2
1823, 3.795.000, Nordre Strandvej 3C,3000 Helsingør,77,3
1824, 3.795.000, Nordre Strandvej 3F,3000 Helsingør,78,3
1825, 3.795.000, Nordre Strandvej 3E,3000 Helsingør,74,2
1826, 3.795.000, Nordre Strandvej 3E,3000 Helsingør,77,3
1827, 3.795.000, Nordre Strandvej 3D,3000 Helsingør,78,3
1828, 3.895.000, Nordre Strandvej 3F,3000 Helsingør,78,3
1829, 3.895.000, Nordre Strandvej 3D,3000 Helsingør,78,3
1830, 3.995.000, Herluf Trolles Gade 47,8200 Aarhus N,113,4
1831, 3.995.000, Århusgade 81,2100 København Ø,64,2
1832, 4.195.000, Astilbehaven 149 ,2830 Virum,96,3
1833, 4.295.000, Nordre Strandvej 3D,3000 Helsingør,88,3
1834, 4.345.000, Promenadebyen 8,5000 Odense C,129,4
1835, 4.395.000, Nordre Strandvej 3F,3000 Helsingør,88,3
1836, 4.395.000, Nordre Strandvej 3F,3000 Helsingør,88,3
1837, 4.395.000, Nordre Strandvej 3D,3000 Helsingør,88,3
1838, 4.495.000, Slotsherrensvej 205,2610 Rødovre,100,4
1839, 4.498.000, Sadolinsgade 7,5000 Odense C,126,5
1840, 4.695.000, C.F. Møllers Allé 2C,2300 København S,98,3
1841, 4.995.000, Bernhard Bangs Alle 24,2000 Frederiksberg,105,4
1842, 5.195.000, Ny Adelgade 9,1104 København K,70,3
1843, 5.495.000, Nordre Strandvej 3C,3000 Helsingør,112,3
1844, 5.495.000, Nordre Strandvej 3F,3000 Helsingør,111,3
1845, 5.495.000, Rahbeks Alle 15,1801 Frederiksberg C,80,2
1846, 5.495.000, Lundsgade 9,2100 København Ø,85,2
1847, 5.495.000, Nordre Strandvej 3E,3000 Helsingør,112,3
1848, 5.495.000, Nordre Strandvej 3D,3000 Helsingør,111,3
1849, 5.695.000, Lille Strandvej 26,2900 Hellerup,80,3
1850, 5.800.000, Klaksvigsgade 9,2300 København S,80,2
1851, 6.995.000, Johnstrups Alle 2,1923 Frederiksberg C,112,4
1852, 6.995.000, Øresund Parkvej 3,2300 København S,112,3
1853, 11.850.000, Helga Pedersens Gade 109,8000 Aarhus C,223,4
1854, 1.245.000, Strandvejen 27A,3300 Frederiksværk,103,4
1855, 1.575.000, Sjællandsgade 11,4100 Ringsted,77,3
1856, 1.595.000, Rugmarken 65,3060 Espergærde,66,2
1857, 1.895.000, Nygade 26A,4690 Haslev,93,2
1858, 1.895.000, Gladsaxevej 67,2860 Søborg,58,2
1859, 2.795.000, Rødovrevej 303,2610 Rødovre,83,3
1860, 2.795.000, Ahlefeldtsgade 27,1359 København K,43,2
1861, 2.998.000, Klostertorvet 11 3 8 ,8000 Aarhus C,63,2
1862, 4.095.000, Teglstrup Have 2,3000 Helsingør,125,2
1863, 4.095.000, Classensgade 21,2100 København Ø,68,3
1864, 4.995.000, Engvej 60,2791 Dragør,86,3
1865, 995.000, Sjællandsgade 3,8900 Randers C,80,3
1866, 1.750.000, Rebæk Søpark 3,2650 Hvidovre,61,2
1867, 1.750.000, Søndergade 33A st tv ,9000 Aalborg,73,2
1868, 1.795.000, Groskenstræde 7,3000 Helsingør,73,2
1869, 1.895.000, Nygade 26A,4690 Haslev,93,2
1870, 2.150.000, Borresøvej 29 1 mf ,8240 Risskov,58,2
1871, 2.195.000, Tesdorpfsvej 3,5000 Odense C,84,3
1872, 2.345.000, Stillidsvej 1B 1 4 ,2650 Hvidovre,71,2
1873, 2.695.000, Fredensgade 2,5000 Odense C,80,3
1874, 3.250.000, Vølundsgade 14B,2200 København N,54,2
1875, 3.498.000, Rytterparken 114,2765 Smørum,107,4
1876, 3.695.000, Ved Amagerbanen 27A,2300 København S,59,2
1877, 4.995.000, Luganovej 30,2300 København S,97,4
1878, 13.995.000, Store Kongensgade 23,1264 København K,195,6
1879, 575.000, Vestergade 127A ,6792 Rømø,71,4
1880, 745.000, Torvegade 10A,8900 Randers C,62,2
1881, 950.000, Holbækvej 7B,4370 Store Merløse,84,4
1882, 995.000, Mellemstræde 2B ,8500 Grenaa,136,3
1883, 1.295.000, Ligustervej 37,8600 Silkeborg,67,2
1884, 1.350.000, Lindevangshusene 110,2630 Taastrup,47,1
1885, 1.375.000, Hvedevænget 8,4700 Næstved,87,3
1886, 1.395.000, Buchwaldsgade 55,5000 Odense C,46,2
1887, 1.395.000, Toggangen 1,2730 Herlev,44,2
1888, 1.495.000, Kongensgavevej 59,3200 Helsinge,83,3
1889, 1.545.000, Snerlevej 26 st 47 ,3000 Helsingør,65,2
1890, 1.595.000, Evald Tangs Alle 34B ,8370 Hadsten,104,3
1891, 1.625.000, Holbækvej 26 3 th ,4000 Roskilde,57,2
1892, 1.645.000, Reberbansgade 13E,9000 Aalborg,63,2
1893, 1.650.000, Østervænget 2,5000 Odense C,66,2
1894, 1.695.000, Jens Chr. Skous Vej 8A,4690 Haslev,86,3
1895, 1.695.000, Klostervej 24B,5000 Odense C,64,2
1896, 1.725.000, Ryttergårdsvej 16,3520 Farum,61,2
1897, 1.748.000, Ågade 34 1 th ,9000 Aalborg,74,2
1898, 1.795.000, Østerbæksvej 14,5230 Odense M,73,3
1899, 1.795.000, Nygade 25,4220 Korsør,146,5
1900, 1.850.000, Juelsparken 26,9210 Aalborg SØ,120,3
1901, 1.875.000, Bjarkesvej 10,3000 Helsingør,80,3
1902, 1.895.000, Buddinge Hovedgade 226,2880 Bagsværd,56,2
1903, 2.095.000, Folehaven 107,2500 Valby,60,2
1904, 2.295.000, Roskildevænget 65,4000 Roskilde,76,3
1905, 2.345.000, Kærholmen 17,2720 Vanløse,53,2
1906, 2.345.000, Nordre Ringgade 86,8200 Aarhus N,62,2
1907, 2.345.000, Vejlegårdsparken 14,2665 Vallensbæk Strand,88,3
1908, 2.445.000, Korsørgade 4,2100 København Ø,44,1
1909, 2.495.000, Baldersgade 18,2200 København N,52,1
1910, 2.595.000, Englandsvej 47,2300 København S,67,3
1911, 2.598.000, Rytterparken 42,2765 Smørum,79,3
1912, 2.598.000, Fredensgade 30,8000 Aarhus C,67,3
1913, 2.645.000, Mølleåparken 83,2800 Kongens Lyngby,61,2
1914, 3.095.000, Bykildevej 9,2500 Valby,60,2
1915, 3.195.000, Astrupvej 91,2700 Brønshøj,79,3
1916, 3.225.000, Rytterparken 102,2765 Smørum,99,3
1917, 3.450.000, Peter Fabers Gade 36,2200 København N,45,2
1918, 3.498.000, Rytterparken 36,2765 Smørum,108,4
1919, 3.550.000, Rungsted Bytorv 2,2960 Rungsted Kyst,78,2
1920, 3.795.000, Lyngbyvej 32B,2100 København Ø,93,3
1921, 3.895.000, Ved Amagerport 4,2300 København S,63,2
1922, 3.900.000, Marstrandsgade 22,8000 Aarhus C,78,3
1923, 3.995.000, Bernhard Bangs Alle 1,2000 Frederiksberg,88,3
1924, 3.995.000, Dianas Have 21 ,2970 Hørsholm,85,4
1925, 3.998.000, Frederiks Plads 8,8000 Aarhus C,79,3
1926, 3.998.000, Marstrandsgade 3,8000 Aarhus C,86,3
