,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
6298,2148000, Strandkanten 30 ,6950 Ringkøbing,84,3,8.2832253,56.06931591,2021.83,3915.53,2269.8,1922.92,3756.3,Midtjylland
6299,2150000, Lysbuen 7,8700 Horsens,81,2,9.84862863,55.83951118,606.26,3302.19,575.62,190.38,4002.26,Midtjylland
6300,2298000, Strandkanten 32 ,6950 Ringkøbing,106,4,8.28321617,56.06938378,1879.76,4072.16,2212.24,1875.35,3914.93,Midtjylland
6301,2298000, Strandkanten 34,6950 Ringkøbing,106,4,8.28320704,56.06945166,1873.81,4066.21,2206.18,1869.4,3908.98,Midtjylland
6302,2375000, Scandiasporet 5A ,8930 Randers NØ,113,4,10.06463279,56.46979669,495.16,3371.1,667.38,401.98,1624.4,Midtjylland
6303,2375000, Møldrupvej 2,9520 Skørping,112,2,9.88754385,56.83456852,782.05,386.92,973.38,161.09,27711.53,Nordjylland
6304,2375000, Møldrupvej 2,9520 Skørping,125,3,9.88754385,56.83456852,782.05,386.92,973.38,161.09,27711.53,Nordjylland
6305,2470000, Guldsmedestien 1,2990 Nivå,78,2,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02,Hovedstaden
6306,2470000, Guldsmedestien 3,2990 Nivå,79,2,12.50635787,55.93775155,357.29,2255.87,835.89,614.54,15415.2,Hovedstaden
6307,2470000, Guldsmedestien 3,2990 Nivå,78,2,12.50635787,55.93775155,357.29,2255.87,835.89,614.54,15415.2,Hovedstaden
6308,2470000, Guldsmedestien 73,2990 Nivå,78,2,12.50686526,55.93760869,396.17,2287.06,867.57,646.22,15446.39,Hovedstaden
6309,2520000, Guldsmedestien 1,2990 Nivå,79,2,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02,Hovedstaden
6310,2520000, Guldsmedestien 3,2990 Nivå,79,2,12.50635787,55.93775155,357.29,2255.87,835.89,614.54,15415.2,Hovedstaden
6311,2520000, Guldsmedestien 73,2990 Nivå,79,2,12.50686526,55.93760869,396.17,2287.06,867.57,646.22,15446.39,Hovedstaden
6312,2570000, Guldsmedestien 1,2990 Nivå,79,2,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02,Hovedstaden
6313,2595000, Lysbuen 7,8700 Horsens,100,3,9.84862863,55.83951118,606.26,3302.19,575.62,190.38,4002.26,Midtjylland
6314,2625000, Møldrupvej 2,9520 Skørping,131,2,9.88754385,56.83456852,782.05,386.92,973.38,161.09,27711.53,Nordjylland
6315,2625000, Møldrupvej 2,9520 Skørping,135,3,9.88754385,56.83456852,782.05,386.92,973.38,161.09,27711.53,Nordjylland
6316,2625000, Møldrupvej 2,9520 Skørping,136,3,9.88754385,56.83456852,782.05,386.92,973.38,161.09,27711.53,Nordjylland
6317,2648000, Møldrupvej 2,9520 Skørping,138,3,9.88754385,56.83456852,782.05,386.92,973.38,161.09,27711.53,Nordjylland
6318,2675000, Scandiasporet 5D,8930 Randers NØ,122,4,10.06437225,56.46965554,526.71,3402.65,698.94,433.54,1406.05,Midtjylland
6319,2770000, Guldsmedestien 1,2990 Nivå,95,3,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02,Hovedstaden
6320,2770000, Guldsmedestien 73,2990 Nivå,95,3,12.50686526,55.93760869,396.17,2287.06,867.57,646.22,15446.39,Hovedstaden
6321,2820000, Guldsmedestien 3,2990 Nivå,95,3,12.50635787,55.93775155,357.29,2255.87,835.89,614.54,15415.2,Hovedstaden
6322,2925000, Guldsmedestien 1,2990 Nivå,100,4,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02,Hovedstaden
6323,2975000, Guldsmedestien 73,2990 Nivå,100,4,12.50686526,55.93760869,396.17,2287.06,867.57,646.22,15446.39,Hovedstaden
6324,3045000, Guldsmedestien 3,2990 Nivå,100,4,12.50635787,55.93775155,357.29,2255.87,835.89,614.54,15415.2,Hovedstaden
6325,3595000, Julius Posselts Vej 3A,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
6326,3895000, Gernersvej 9 ,3000 Helsingør,111,5,12.60786228,56.0402642,260.44,566.81,379.28,656.03,1043.53,Hovedstaden
6327,595000, Nygade 1C,4900 Nakskov,172,4,11.14034357,54.83008008,515.85,1415.57,382.75,175.71,1468.07,Sjælland
6328,625000, Kronprinsensgade 34,6700 Esbjerg,32,1,8.44559935,55.46826262,553.66,1064.44,358.03,320.1,1312.62,Syddanmark
6329,995000, Voldgade 12,8700 Horsens,76,3,9.84542762,55.87254399,416.89,1633.86,732.72,327.54,2541.54,Midtjylland
6330,1245000, Bagsværd Hovedgade 99,2880 Bagsværd,36,1,12.45526475,55.76021157,631.43,4336.87,620.61,72.35,4419.0,Hovedstaden
6331,1398000, Bredgade 14B,8740 Brædstrup,97,3,9.61243281,55.97329336,354.19,18630.82,470.67,369.32,22417.12,Midtjylland
6332,2800000, Guldsmedestien 73,2990 Nivå,95,3,12.50686526,55.93760869,396.17,2287.06,867.57,646.22,15446.39,Hovedstaden
6333,2800000, Guldsmedestien 1,2990 Nivå,95,3,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02,Hovedstaden
6334,2845000, Tranegårdsvej 54,2900 Hellerup,60,2,12.56383728,55.74136325,253.57,1419.15,440.77,1052.67,2646.45,Hovedstaden
6335,3598000, Esther Aggebos Gade 48,8000 Aarhus C,71,2,10.22675984,56.16758617,1172.89,2749.44,1526.24,1014.49,6396.36,Midtjylland
6336,675000, Tyreengen 2,4220 Korsør,78,3,11.1594673,55.32619969,568.08,4877.58,1300.45,809.17,18344.75,Sjælland
6337,2195000, Landlystvej 57A 1 tv ,2650 Hvidovre,54,2,12.47234527,55.6598186,474.46,4210.07,409.1,275.87,3826.59,Hovedstaden
6338,2495000, Hibiscusvej 72,5200 Odense V,104,4,10.36248477,55.39711351,606.33,1963.9,779.57,520.5,2095.24,Syddanmark
6339,2595000, Julius Posselts Vej 3A 13 7 ,9400 Nørresundby,83,2,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
6340,3395000, Gammel Havn 7,9000 Aalborg,103,3,9.92731513,57.0484398,227.77,1186.18,1213.15,280.53,1117.94,Nordjylland
6341,1350000, Taastrup Have 26,2630 Taastrup,42,1,12.29438131,55.65319823,779.21,2665.43,728.56,664.25,7720.29,Hovedstaden
6342,575000, Rugårdsvej 59B ,5000 Odense C,120,1,10.36327821,55.39902965,304.7,1692.0,359.16,513.21,2251.92,Syddanmark
6343,1345000, Hougårdsvej 50,8220 Brabrand,58,2,10.09195471,56.15142625,228.22,7887.54,1334.64,220.07,9466.57,Midtjylland
6344,1895000, Sct. Michaels Gade 9,6000 Kolding,100,3,9.46666268,55.48560497,46.45,2138.2,55.24,467.9,3515.24,Syddanmark
6345,475000, Anemonevej 23,8930 Randers NØ,63,3,10.03260277,56.471247,704.8,2179.09,1055.34,224.31,1466.19,Midtjylland
6346,1098000, Randersvej 47A ,8680 Ry,53,2,9.76375013,56.09648962,639.01,1129.98,729.7,859.43,14243.1,Midtjylland
6347,3445000, Robert Jacobsens Vej 78 7 3 ,2300 København S,63,2,12.57205823,55.6171277,187.85,1498.05,1123.49,448.73,6657.51,Hovedstaden
6348,1495000, Exnersgade 51,6700 Esbjerg,103,5,8.46041873,55.46833611,538.0,1225.97,654.88,371.27,1469.55,Syddanmark
6349,1890000, Hobrovej 58,9000 Aalborg,97,4,9.90815181,57.03294184,491.51,1772.06,1125.07,212.79,1039.33,Nordjylland
6350,2159500, Lyngborghave 2B,3460 Birkerød,72,3,12.41269965,55.83866018,359.91,9983.49,454.96,1396.72,14399.21,Hovedstaden
6351,2550000, Sommerstedgade 15,1718 København V,49,2,12.5565073,55.66638885,284.48,1372.83,358.06,301.0,4312.1,Hovedstaden
6352,2595000, Østergade 13A,7800 Skive,185,4,9.02876357,56.56696672,748.84,911.45,516.69,415.95,1170.76,Nordjylland
6353,1200000, Tannisbugtvej 49 2.,9881 Bindslev,72,3,10.18777377,57.58537037,956.39,13582.03,5718.55,80.87,28212.3,Nordjylland
6354,1495000, Sct. Mogens Gade 22,8800 Viborg,83,3,9.41185257,56.45218736,940.61,2378.39,745.93,273.61,1906.39,Midtjylland
6355,2700000, Bifaldet 17,4000 Roskilde,77,3,12.08365721,55.62920925,510.42,2142.1,510.0,710.03,1392.83,Hovedstaden
6356,5900000, Taarbæk Strandvej 95,2930 Klampenborg,92,3,12.59425818,55.78804452,253.37,1485.64,150.18,3479.31,8392.96,Hovedstaden
6357,875000, Vestergade 34C,6800 Varde,73,2,8.47817749,55.6224634,514.19,385.91,908.47,541.52,18460.3,Syddanmark
6358,2495000, Mikkelborg Park 7,2970 Hørsholm,68,2,12.52517427,55.906774,893.04,2124.33,2302.64,2635.35,18541.93,Hovedstaden
6359,2595000, Julius Posselts Vej 3A 13 1 ,9400 Nørresundby,83,2,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
6360,3495000, Julius Posselts Vej 3A 14 4 ,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
6361,3795000, Julius Posselts Vej 3A 17 3 ,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
6362,3845000, Jenny Kammersgaards Vej 5,8700 Horsens,120,4,9.86695113,55.85893121,1090.02,2478.91,1115.64,297.65,1277.08,Midtjylland
6363,3995000, Hjortholmsvej 1B ,9990 Skagen,97,3,10.59965397,57.72535241,1366.8,603.15,1156.64,650.8,40558.14,Nordjylland
6364,1398000, Buddingevej 260,2860 Søborg,36,1,12.493898,55.74785888,56.06,3489.46,636.21,1307.9,4328.01,Hovedstaden
6365,1795000, Havnegade 4,3790 Hasle,150,4,14.70374274,55.18450891,953.07,163559.14,407.04,196.32,11915.69,Hovedstaden
6366,345000, Møllevej 14A,7830 Vinderup,73,3,8.7772193,56.48374729,1269.0,484.27,932.46,410.96,18189.09,Midtjylland
6367,2995000, Dybbølsgade 38,1721 København V,40,2,12.55311617,55.66638602,144.12,1672.46,318.61,391.63,4084.13,Hovedstaden
6368,3285000, Jernbanegade 3,3480 Fredensborg,89,2,12.39890702,55.97902301,520.29,743.26,1052.56,359.03,9716.01,Hovedstaden
6369,1875000, Engdalsvej 73A,8220 Brabrand,84,3,10.12031388,56.15109604,408.62,6582.43,992.13,777.84,8161.46,Midtjylland
6370,3498000, Skt. Nicolaus Gade 3,8000 Aarhus C,75,2,10.19933253,56.15107256,832.56,688.31,808.0,31.62,6208.42,Midtjylland
6371,11750000, Niels Hemmingsens Gade 32A,1153 København K,234,4,12.57638232,55.68036832,179.81,578.22,582.68,319.47,3674.43,Hovedstaden
6372,1348000, Dr. Holsts Vej 36,8230 Åbyhøj,47,2,10.14504366,56.15926175,238.69,4731.73,1062.25,1018.5,5349.54,Midtjylland
6373,1795000, Filstedvej 12,9000 Aalborg,123,5,9.95726171,57.03555293,430.39,3696.05,151.62,576.22,3637.2,Nordjylland
6374,2795000, Ordrup Jagtvej 42A,2920 Charlottenlund,65,2,12.58581466,55.76262333,268.15,1934.23,720.5,765.1,5410.25,Hovedstaden
6375,850000, Frederik 3.s Vej 17,7000 Fredericia,66,2,9.74386044,55.56780523,749.01,420.1,814.13,183.54,10905.09,Syddanmark
6376,995000, Kværkebyvej 54 st ,4100 Ringsted,169,2,11.87603924,55.45985724,1606.93,6947.37,1436.74,5566.17,7345.91,Hovedstaden
6377,1375000, Gl Færgevej 5,7600 Struer,137,5,8.56522261,56.5742948,4966.91,1753.77,5037.42,4623.72,20925.99,Nordjylland
6378,2245000, Jens Baggesens Vej 98,8200 Aarhus N,86,3,10.19645136,56.17064906,109.77,3101.71,464.88,710.86,3965.83,Midtjylland
6379,2648000, Emiliehøj 12,8270 Højbjerg,117,4,10.20898968,56.10996931,619.02,4351.49,921.13,683.37,11469.92,Midtjylland
6380,2799000, Saksen D 4,2630 Taastrup,120,4,12.271635,55.65049287,602.02,455.58,431.9,600.43,9150.49,Hovedstaden
6381,2895000, Julius Posselts Vej 3A 7 4 ,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
6382,3150000, Amerikavej 3B,1756 København V,52,2,12.54172388,55.66996426,133.59,1872.48,445.27,227.8,2984.55,Hovedstaden
6383,595000, Calvinsvej 62,7000 Fredericia,55,2,9.74453387,55.57249706,166.34,795.64,628.26,544.58,11304.72,Syddanmark
6384,2095000, Sallingvej 68,2720 Vanløse,64,2,12.49870906,55.69315897,298.04,5084.19,505.61,144.79,2341.99,Hovedstaden
6385,2395000, Ringstedgade 50,4000 Roskilde,86,4,12.07570381,55.63709352,501.31,1447.48,463.63,506.79,1231.31,Hovedstaden
6386,3750000, Dunkerquegade 32,2150 Nordhavn,54,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6387,3999000, Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6388,4499000, Dunkerquegade 32,2150 Nordhavn,67,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6389,4499000, Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6390,4499000, Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6391,4699000, Dunkerquegade 32,2150 Nordhavn,64,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6392,4699000, Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6393,4699000, Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6394,4799000, Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6395,4899000, Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71,Hovedstaden
6396,5050000, Dunkerquegade 24,2150 Nordhavn,74,2,12.59739701,55.70942985,593.59,2715.94,968.44,569.13,3375.35,Hovedstaden
6397,5999000, Dunkerquegade 22,2150 Nordhavn,88,2,12.59765506,55.70942304,595.78,2637.3,968.63,571.42,3375.54,Hovedstaden
6398,6199000, Dunkerquegade 17,2150 Nordhavn,90,3,12.59666599,55.70914975,196.56,2427.77,1210.51,331.2,3087.27,Hovedstaden
6399,6999000, Dunkerquegade 20,2150 Nordhavn,97,3,12.59758594,55.70931511,608.05,2649.57,980.9,583.69,3384.44,Hovedstaden
6400,7399000, Dunkerquegade 20,2150 Nordhavn,90,3,12.59758594,55.70931511,608.05,2649.57,980.9,583.69,3384.44,Hovedstaden
6401,8750000, Dunkerquegade 13,2150 Nordhavn,91,3,12.59685174,55.70911183,208.5,2445.72,1222.45,318.34,3160.72,Hovedstaden
6402,395000, Mølletoften 18,8940 Randers SV,39,1,10.04355628,56.44862141,1015.68,2652.47,1249.52,390.34,3297.17,Midtjylland
6403,395000, Olfert Fischers Vej 21C ,9900 Frederikshavn,69,2,10.51311433,57.44098716,353.46,2356.91,429.41,815.69,2075.68,Nordjylland
6404,4195000, Farum Hovedgade 71A,3520 Farum,137,2,12.36098167,55.80857998,176.25,14169.83,850.7,197.67,13719.64,Hovedstaden
6405,5495000, Nørgaardsvej 29K,2800 Kongens Lyngby,75,2,12.50763373,55.77059933,584.06,413.39,477.85,332.55,5068.19,Hovedstaden
6406,7499000, Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6407,595000, Jyllandsgade 12,7800 Skive,70,2,9.02731544,56.57057947,749.24,1408.05,730.07,379.86,312.42,Nordjylland
6408,895000, Tinghøjvej 17,8370 Hadsten,75,3,10.05984705,56.32507487,460.03,943.99,1079.73,1107.94,17986.97,Midtjylland
6409,1145000, Mathiesensvej 37,4220 Korsør,120,4,11.14556056,55.32581957,137.69,3952.31,353.62,274.44,20490.72,Sjælland
6410,1245000, Lindholmsvej 6,9400 Nørresundby,65,2,9.91766832,57.0615477,432.83,1346.68,271.18,280.42,1868.38,Nordjylland
6411,1395000, Helgolandsgade 29B st ,7500 Holstebro,97,4,8.61362484,56.35530235,326.34,1427.83,423.7,473.35,1790.26,Midtjylland
6412,5600000, Trangravsvej 37,1436 København K,56,2,12.59919847,55.67951105,544.8,2267.46,757.4,555.4,4376.55,Hovedstaden
6413,2770000, Klostervej 24A,5000 Odense C,95,3,10.38103925,55.39858161,335.64,653.34,291.35,279.87,2193.98,Syddanmark
6414,5695000, Brogade 8B,4600 Køge,100,3,12.18191716,55.4557699,291.64,836.86,632.66,319.34,3875.09,Hovedstaden
6415,7950000, Havneholmen 42,1561 København V,106,3,12.56242442,55.66004466,841.66,2096.06,1232.79,687.22,4431.09,Hovedstaden
6416,10250000, Faksegade 7,2100 København Ø,137,5,12.58066402,55.69989199,111.4,1531.25,242.24,192.98,1479.52,Hovedstaden
6417,2195000, Folehaven 92 1 tv ,2500 Valby,57,2,12.4968194,55.65215064,427.8,1756.12,620.19,324.24,2548.68,Hovedstaden
6418,1874000, Solvænget 1,3000 Helsingør,61,3,12.60258522,56.03419416,222.54,1121.09,894.86,587.21,327.86,Hovedstaden
6419,1995000, Vesterbro 50,9000 Aalborg,104,3,9.91588174,57.04805001,682.31,729.84,706.91,229.93,442.5,Nordjylland
6420,2500000, Nordre Park 7,5700 Svendborg,91,3,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49,Syddanmark
6421,3000000, Nordre Park 3,5700 Svendborg,103,3,10.60857381,55.06735626,658.63,1303.66,746.19,79.71,3045.41,Syddanmark
6422,3000000, Nordre Park 7,5700 Svendborg,103,4,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49,Syddanmark
6423,3000000, Nordre Park 3,5700 Svendborg,96,3,10.60857381,55.06735626,658.63,1303.66,746.19,79.71,3045.41,Syddanmark
6424,3500000, Nordre Park 7,5700 Svendborg,140,4,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49,Syddanmark
6425,3648000, Frederiks Allé 75A,8000 Aarhus C,82,3,10.19763,56.14874908,390.05,610.89,602.17,214.93,6242.99,Midtjylland
6426,3995000, Fredensvej 73 3 ,2920 Charlottenlund,80,3,12.57451808,55.76097146,224.07,2304.45,273.3,197.96,4611.06,Hovedstaden
6427,2095000, Blåfuglestræde 32,2640 Hedehusene,67,2,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6428,2295000, Blåfuglestræde 32,2640 Hedehusene,75,2,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6429,2675000, Blåfuglestræde 32,2640 Hedehusene,87,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6430,2675000, Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6431,2695000, Cikoriegade 44,2640 Hedehusene,94,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31,Hovedstaden
6432,2695000, Cikoriegade 44,2640 Hedehusene,89,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31,Hovedstaden
6433,2695000, Cikoriegade 46,2640 Hedehusene,89,3,12.20962067,55.64365018,497.18,1484.7,502.0,593.03,9180.26,Hovedstaden
6434,2695000, Cikoriegade 44,2640 Hedehusene,91,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31,Hovedstaden
6435,2695000, Cikoriegade 46,2640 Hedehusene,94,3,12.20962067,55.64365018,497.18,1484.7,502.0,593.03,9180.26,Hovedstaden
6436,2725000, Blåfuglestræde 32,2640 Hedehusene,87,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6437,2725000, Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6438,2745000, Cikoriegade 44,2640 Hedehusene,89,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31,Hovedstaden
6439,2745000, Cikoriegade 46,2640 Hedehusene,89,3,12.20962067,55.64365018,497.18,1484.7,502.0,593.03,9180.26,Hovedstaden
6440,2875000, Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6441,2975000, Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6442,2995000, Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6443,3045000, Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6444,3045000, Cikoriegade 44,2640 Hedehusene,105,4,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31,Hovedstaden
6445,3095000, Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6446,3175000, Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6447,3195000, Cikoriegade 44,2640 Hedehusene,105,4,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31,Hovedstaden
6448,3295000, Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68,Hovedstaden
6449,4598000, Nørregade 38,8000 Aarhus C,153,3,10.20892507,56.16056731,343.62,1988.05,238.85,137.89,5369.97,Midtjylland
6450,1150000, Jyllandsgade 5,8700 Horsens,81,3,9.84195312,55.85777686,748.19,1036.54,1350.03,453.81,2657.91,Midtjylland
6451,1795000, Bredegade 4,4200 Slagelse,105,3,11.35392746,55.40237314,534.2,1087.42,471.88,236.8,880.27,Sjælland
6452,665000, Kalkværksvej 16,9900 Frederikshavn,71,2,10.52740074,57.43690196,640.55,1186.48,1205.79,775.52,1322.59,Nordjylland
6453,1445000, Snerlevej 3 st tv ,9000 Aalborg,79,3,9.90637793,57.0339307,585.7,1936.59,944.81,276.73,975.87,Nordjylland
6454,4195000, C.F. Møllers Allé 18,2300 København S,99,3,12.57425173,55.63513661,376.99,1409.48,823.51,537.29,4928.94,Hovedstaden
6455,1095000, Kiddesvej 18B,7100 Vejle,50,2,9.53029974,55.70149522,553.15,923.66,801.44,505.53,2029.45,Midtjylland
6456,1495000, Lotusvej 14,5250 Odense SV,91,3,10.34783312,55.36394041,677.06,2631.41,1180.73,493.23,3400.22,Syddanmark
6457,1998000, Vestervang 7,8000 Aarhus C,73,2,10.19505726,56.16202753,345.4,2311.31,707.55,553.74,4826.82,Midtjylland
6458,3000000, Nordre Park 1,5700 Svendborg,98,3,10.60857629,55.06723163,644.92,1254.96,732.48,93.6,1627.37,Syddanmark
6459,4895000, Strandbjerg 4B,2960 Rungsted Kyst,106,3,12.53595595,55.89210295,1700.11,1865.69,1399.41,1676.52,18067.54,Hovedstaden
6460,5495000, Haraldsgade 85,2100 København Ø,94,5,12.55855658,55.70917776,408.28,3006.84,534.88,183.83,1895.09,Hovedstaden
6461,5950000, Otte Ruds Vej 2,5700 Svendborg,171,4,10.61177585,55.05320831,779.71,827.22,850.44,905.25,2062.26,Syddanmark
6462,6495000, Strandvejen 98E,3070 Snekkersten,124,3,12.59837531,56.01571019,1151.26,1457.47,1314.11,1446.04,2159.82,Hovedstaden
6463,1095000, Nørregade 22A,6100 Haderslev,143,4,9.48819763,55.25050122,568.07,12769.97,703.21,447.28,26875.57,Syddanmark
6464,2395000, Ribersgade 2,8700 Horsens,134,4,9.84660984,55.86033625,539.84,1576.01,729.09,370.13,2289.37,Midtjylland
6465,3595000, Havnen 10,4700 Næstved,184,6,11.75819633,55.22735425,812.81,1185.83,789.94,448.03,1580.81,Hovedstaden
6466,895000, Havepladsvej 176,7000 Fredericia,82,3,9.76570164,55.57682618,391.97,2490.76,244.09,419.79,12999.84,Syddanmark
6467,1150000, Vestergade 1,9500 Hobro,108,3,9.79376897,56.6379552,595.22,1119.35,358.86,112.61,1214.86,Nordjylland
6468,1795000, Fredsvænget 1,3000 Helsingør,76,3,12.60331046,56.03427654,264.4,1072.85,846.62,538.96,279.61,Hovedstaden
6469,4250000, Dunkerquegade 23,2150 Nordhavn,73,2,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62,Hovedstaden
6470,4295000, Teglgårdstræde 16,1452 København K,78,3,12.56801984,55.67995041,168.04,596.18,243.64,145.66,2762.09,Hovedstaden
6471,6499000, Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6472,6499000, Dunkerquegade 23,2150 Nordhavn,95,3,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62,Hovedstaden
6473,6799000, Dunkerquegade 23,2150 Nordhavn,92,3,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62,Hovedstaden
6474,6999000, Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6475,8750000, Dunkerquegade 37,2150 Nordhavn,128,3,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6476,9499000, Dunkerquegade 37,2150 Nordhavn,127,3,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6477,9499000, Dunkerquegade 23,2150 Nordhavn,92,3,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62,Hovedstaden
6478,9750000, Dunkerquegade 37,2150 Nordhavn,120,3,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6479,10000000, Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72,Hovedstaden
6480,2845000, Bagsværdvej 71A,2800 Kongens Lyngby,80,3,12.48622096,55.76537808,297.27,1906.9,379.46,258.83,5874.3,Hovedstaden
6481,2350000, Sønderborgvej 3E ,8600 Silkeborg,107,3,9.50707081,56.17360663,682.18,3636.49,979.98,969.59,5485.31,Midtjylland
6482,3495000, Carlshøjvej 5,2800 Kongens Lyngby,83,3,12.50809191,55.77691165,221.24,396.7,193.45,658.1,6372.99,Hovedstaden
6483,3495000, Bymidten 31,9600 Aars,235,6,9.51870223,56.80353893,673.47,22523.04,332.05,165.84,11885.47,Nordjylland
6484,2245000, Teglgaardsvej 8A ,7100 Vejle,130,4,9.52898108,55.70184506,659.85,863.23,842.17,572.03,2095.95,Midtjylland
6485,2798000, Spangsbjerggade 1A,6700 Esbjerg,120,4,8.44156241,55.46813581,506.64,1415.18,673.0,196.81,1714.62,Syddanmark
6486,5495000, Skindergade 42,1159 København K,86,2,12.57265892,55.67867041,166.61,735.93,348.38,360.61,2634.67,Hovedstaden
6487,4195000, Fredensgade 10,7400 Herning,151,3,8.96594833,56.1357098,551.11,975.91,972.86,316.81,1198.05,Midtjylland
6488,12500000, Gammel Havn 7,9000 Aalborg,201,3,9.92731513,57.0484398,227.77,1186.18,1213.15,280.53,1117.94,Nordjylland
