,new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
2142,2142, 2.195.000, Christian Richardts Vej 2,1951 Frederiksberg C,97,3,12.53553585,55.68223313,493.55,2672.74,386.23,173.71,1185.11,Hovedstaden
2143,2143, 2.195.000, Constantin Hansens Gade 41,1799 København V,100,3,12.5354306,55.66919385,191.16,1664.07,388.34,304.93,3026.02,Hovedstaden
2144,2144, 2.195.000, Sylows Alle 23,2000 Frederiksberg,108,3,12.53047874,55.68005323,314.28,2543.17,511.04,261.34,1446.82,Hovedstaden
2145,2145, 2.250.000, Amerika Plads 16,2100 København Ø,158,5,12.59380866,55.69931017,680.14,1111.4,976.39,228.1,2811.96,Hovedstaden
2146,2146, 2.250.000, Chr Rasmussens Vej 27,3000 Helsingør,60,2,12.59456507,56.03275891,513.32,1646.56,661.63,714.59,849.14,Hovedstaden
2147,2147, 2.275.000, Ådalsvej 63,2720 Vanløse,39,1,12.49665222,55.69356389,189.32,4492.69,459.31,271.69,2498.79,Hovedstaden
2148,2148, 2.350.000, Nordre Fasanvej 116,2000 Frederiksberg,48,2,12.52894258,55.68909321,155.68,3053.94,533.92,202.08,791.69,Hovedstaden
2149,2149, 2.375.000, Plantevej 19,2870 Dyssegård ,58,2,12.52336871,55.73022156,408.18,3289.24,796.26,176.23,2486.93,Hovedstaden
2150,2150, 2.375.000, Gurrevej 524C ,3080 Tikøb,88,2,12.45869834,56.02408891,732.35,6210.55,577.66,4936.5,9936.34,Hovedstaden
2151,2151, 2.398.000, Frankrigshusene 16,2300 København S,56,2,12.60772575,55.66272785,171.62,3444.56,463.75,334.46,1479.76,Hovedstaden
2152,2152, 2.445.000, Vestbanevej 20,2500 Valby,59,2,12.52128695,55.66425797,338.06,553.1,511.67,446.69,2944.35,Hovedstaden
2153,2153, 2.495.000, Mjøsensgade 13,2300 København S,62,3,12.59817378,55.65810387,166.54,3621.95,382.06,149.7,2274.53,Hovedstaden
2154,2154, 2.498.000, Åsvinget 20,2665 Vallensbæk Strand,91,4,12.37864865,55.61825739,1033.12,6788.92,1346.31,1049.56,7127.43,Hovedstaden
2155,2155, 2.795.000, Robert Jacobsens Vej 74,2300 København S,94,3,12.57194339,55.61742482,111.44,1465.34,1051.17,429.22,6636.41,Hovedstaden
2156,2156, 3.095.000, Venedigvej 2,2300 København S,88,4,12.62200615,55.66124615,292.41,4393.93,525.26,394.59,1256.57,Hovedstaden
2157,2157, 3.150.000, Brobergsgade 16,1427 København K,65,2,12.59762287,55.67484855,283.51,2628.7,192.34,50.67,3699.0,Hovedstaden
2158,2158, 3.195.000, Lavendelstræde 17A,1462 København K,116,3,12.57146856,55.67609189,222.3,792.71,541.95,53.7,3034.0,Hovedstaden
2159,2159, 3.250.000, Viktoriagade 10A,1655 København V,106,3,12.55726801,55.67166768,228.12,858.94,264.97,272.68,3370.71,Hovedstaden
2160,2160, 3.298.000, Skelvangsvej 61,8920 Randers NV,95,4,10.01478316,56.48479033,496.73,3322.06,1481.35,839.05,4000.16,Midtjylland
2161,2161, 3.495.000, Asser Rigs Vej 31C,8960 Randers SØ,82,3,10.06101938,56.44420563,541.09,3712.78,700.35,989.28,4793.21,Midtjylland
2162,2162, 3.498.000, Rolighedsvej 13B,3000 Helsingør,49,2,12.6019718,56.03263461,205.38,1338.52,663.81,696.9,433.79,Hovedstaden
2163,2163, 3.498.000, Østerbro 57 3 th ,9000 Aalborg,67,2,9.94154472,57.04584052,795.09,1800.97,1078.78,389.41,2287.29,Nordjylland
2164,2164, 3.895.000, Danmarksgade 18,6700 Esbjerg,75,3,8.45482139,55.46728756,298.96,301.47,296.38,446.66,1048.47,Syddanmark
2165,2165, 4.995.000, Benløseparken 93,4100 Ringsted,103,4,11.79158991,55.46485944,236.48,3896.99,1020.69,745.53,2416.43,Hovedstaden
2166,2166, 4.995.000, Østerbæksvej 9,5230 Odense M,72,2,10.39721871,55.38236907,337.97,2073.19,539.73,244.34,2802.64,Syddanmark
2167,2167, 5.095.000, Danmarksgade 68 1 ,9000 Aalborg,65,3,9.92317876,57.04506248,237.99,609.37,869.14,69.45,1217.83,Nordjylland
2168,2168, 5.495.000, Gl. Holmegårdsvej 47 st th ,3400 Hillerød,83,3,12.31191485,55.94357909,1272.25,340.67,907.28,1755.1,2232.87,Hovedstaden
2169,2169, 5.595.000, Himmerlandsvej 23,2720 Vanløse,56,2,12.50922461,55.6931479,137.82,4308.65,606.79,261.89,1596.35,Hovedstaden
2170,2170, 5.595.000, Silkeborgvej 319B,8230 Åbyhøj,96,3,10.15400447,56.15423643,496.67,3813.2,960.81,509.36,6094.3,Midtjylland
2171,2171, 5.598.000, Lauravej 15 4 tv ,2500 Valby,58,2,12.51030269,55.66844033,336.88,834.17,439.02,186.86,3080.12,Hovedstaden
2172,2172, 5.795.000, Sejrøgade 4,8000 Aarhus C,76,3,10.19923888,56.16018545,375.21,1569.87,418.38,349.68,4932.49,Midtjylland
2173,2173, 5.995.000, Marstrandsgade 2,8000 Aarhus C,86,3,10.19865246,56.15515479,955.66,1740.14,729.33,348.63,6227.15,Midtjylland
2174,2174, 5.995.000, Islands Brygge 9 2 th ,2300 København S,100,3,12.57905597,55.66834387,276.0,1421.92,791.16,293.51,3571.96,Hovedstaden
2175,2175, 6.125.000, Vestervangsvej 63 st 9 ,8800 Viborg,45,1,9.39398442,56.46262705,385.75,2296.53,1076.18,555.47,2862.03,Midtjylland
2176,2176, 6.495.000, Østergade 30B,5600 Faaborg,79,3,10.24559505,55.09446576,877.75,23238.49,1235.21,413.14,27172.99,Syddanmark
2177,2177, 6.695.000, Broparken 1,8800 Viborg,63,2,9.39733939,56.45024444,1217.4,689.67,338.75,111.04,1229.47,Midtjylland
2178,2178, 7.498.000, Arkildsdal 88,9400 Nørresundby,62,2,9.91756337,57.07408212,444.84,1714.21,1183.31,779.03,4088.01,Nordjylland
2179,2179, 10.500.000, Mølletoften 8,8940 Randers SV,81,2,10.04432378,56.44880373,961.8,2600.61,1219.84,336.46,3061.6,Midtjylland
2180,2180, 1.395.000, Teglgårdsvej 525,3050 Humlebæk,49,1,12.52548122,55.9577612,481.51,1124.19,1047.01,826.91,13860.61,Hovedstaden
2181,2181, 1.595.000, Pebermyntevej 73 1 th ,8800 Viborg,98,3,9.39095268,56.4652863,865.97,2739.0,781.91,968.82,3304.5,Midtjylland
2182,2182, 2.295.000, Finlandsvej 2G 3 th ,7100 Vejle,84,4,9.55983352,55.71917966,213.35,1818.75,211.59,260.47,1877.03,Midtjylland
2183,2183, 2.350.000, Grøndalsvej 50,8260 Viby J,62,2,10.14033254,56.12143179,211.0,2377.06,980.28,251.22,10310.39,Midtjylland
2184,2184, 2.495.000, Grøfthøjparken 160,8260 Viby J,67,2,10.13915246,56.12422816,417.65,1894.79,1045.49,410.33,10509.22,Midtjylland
2185,2185, 2.725.000, Ejboparken 61 2 mf ,4000 Roskilde,43,1,12.0657953,55.63000378,278.2,2865.46,1225.72,878.61,3178.29,Hovedstaden
2186,2186, 2.795.000, Algade 47D,4230 Skælskør,110,4,11.29633856,55.25442736,909.69,18732.6,1173.66,515.71,21106.71,Sjælland
2187,2187, 2.999.000, Nansensgade 15,5000 Odense C,60,2,10.40959497,55.39234975,218.23,2417.51,938.86,198.68,3492.45,Syddanmark
2188,2188, 3.325.000, Rundhøj Allé 86,8270 Højbjerg,67,2,10.17503664,56.12005525,56.96,1533.91,538.08,509.85,10132.44,Midtjylland
2189,2189, 4.195.000, Prinsensgade 39,9000 Aalborg,60,2,9.91440124,57.04606676,640.97,476.98,805.86,367.36,705.94,Nordjylland
2190,2190, 4.495.000, Reventlowsvej 70,5000 Odense C,66,2,10.40426595,55.39362402,197.54,2010.57,696.25,399.03,3123.4,Syddanmark
2191,2191, 4.995.000, Nyvangsvej 14B ,8900 Randers C,122,4,10.02761414,56.46625697,228.7,1126.83,287.39,333.51,2078.43,Midtjylland
2192,2192, 6.250.000, Hadsundvej 30 1 th ,9000 Aalborg,66,2,9.95074122,57.04182711,391.87,2672.93,951.27,205.09,3094.16,Nordjylland
2193,2193, 6.595.000, Kantorparken 16 1 tv ,8240 Risskov,66,2,10.20977942,56.19705783,637.76,6460.43,1033.77,586.62,3117.74,Midtjylland
2194,2194, 895.000, Parkvej 151 st th ,2630 Taastrup,74,2,12.31932935,55.65362606,462.28,4028.4,589.62,1275.66,8286.59,Hovedstaden
2195,2195, 995.000, Usserød Kongevej 2,2970 Hørsholm,62,2,12.49925301,55.88067119,248.28,2555.42,813.01,332.67,16156.65,Hovedstaden
2196,2196, 1.395.000, Vesterbro 45 4 th ,9000 Aalborg,69,3,9.91312749,57.04618215,530.37,615.01,695.17,446.17,564.35,Nordjylland
2197,2197, 1.445.000, Østre Alle 11 1 ,9000 Aalborg,90,2,9.94786785,57.04363588,491.65,2114.87,1195.03,396.19,2866.14,Nordjylland
2198,2198, 1.498.000, Vestergade 28B,7100 Vejle,100,3,9.53708226,55.71321243,545.54,339.32,339.57,61.57,348.47,Midtjylland
2199,2199, 1.645.000, Hedekæret 14,2640 Hedehusene,70,3,12.19665913,55.65478593,766.29,742.96,945.36,240.23,7990.12,Hovedstaden
2200,2200, 1.695.000, Eremitageparken 15,2800 Kongens Lyngby,42,2,12.53316141,55.7907472,528.51,2118.27,1595.08,848.88,7634.99,Hovedstaden
2201,2201, 1.845.000, Kastrupkrogen 5 st th ,2770 Kastrup,54,2,12.6427866,55.63675096,281.43,1656.83,512.87,82.49,2966.62,Hovedstaden
2202,2202, 2.195.000, Hovedvejen 178,2600 Glostrup,65,3,12.38704077,55.66576777,430.76,1530.55,540.61,244.63,1862.16,Hovedstaden
2203,2203, 2.295.000, Rydsletten 21,2720 Vanløse,53,2,12.4889798,55.68110583,178.75,3177.13,183.51,422.92,3123.88,Hovedstaden
2204,2204, 2.298.000, Vinkelvej 11B ,3200 Helsinge,120,3,12.20256525,56.0243194,1022.05,610.04,443.44,460.36,18067.54,Hovedstaden
2205,2205, 2.795.000, Frederiksbjerg Torv 4,8000 Aarhus C,49,2,10.19291584,56.14635512,280.67,1176.39,391.3,152.87,6872.4,Midtjylland
2206,2206, 3.575.000, Morelhaven 96 ,4600 Køge,97,3,12.17293506,55.47628505,346.7,496.84,573.07,289.13,916.03,Hovedstaden
2207,2207, 3.995.000, Lahnsgade 45,5000 Odense C,75,3,10.38979499,55.38782922,476.47,2099.02,717.65,1011.25,1830.75,Syddanmark
2208,2208, 9.998.000, Flakholmen 22,2720 Vanløse,69,3,12.48909156,55.68391321,277.46,3574.72,388.51,538.8,2966.68,Hovedstaden
2209,2209, 495.000, Rosenkildevej 23,3000 Helsingør,113,4,12.60296733,56.03399318,214.59,1099.84,873.51,565.86,306.61,Hovedstaden
2210,2210, 795.000, Ellevej 14B,2970 Hørsholm,90,3,12.49559,55.88676071,335.22,2639.97,937.43,348.73,16880.86,Hovedstaden
2211,2211, 845.000, Gormsgade 8,2200 København N,64,2,12.54648592,55.69725333,197.76,2485.06,381.29,207.31,1764.8,Hovedstaden
2212,2212, 925.000, Silkeborgvej 313,8230 Åbyhøj,96,3,10.15495323,56.15423206,543.91,3763.0,910.62,575.37,6160.31,Midtjylland
2213,2213, 995.000, Garnisonsvej 39,3520 Farum,103,3,12.33604977,55.82615256,580.73,11881.1,1935.42,619.1,16099.21,Hovedstaden
2214,2214, 995.000, Egebo 24A ,2620 Albertslund,128,4,12.34021117,55.66616913,801.27,5270.99,506.1,571.65,5598.0,Hovedstaden
2215,2215, 1.045.000, Teglholmsgade 6B 1 th ,2450 København SV,76,2,12.54438599,55.65272379,556.15,2136.35,674.6,677.14,5390.51,Hovedstaden
2216,2216, 1.195.000, Allerød Park 4,3450 Allerød,94,3,12.35865603,55.86903773,763.35,10441.85,1121.38,372.61,9801.36,Hovedstaden
2217,2217, 1.250.000, Rødovrevej 323A,2610 Rødovre,106,3,12.45841407,55.69545142,508.85,6011.9,814.71,318.49,5365.3,Hovedstaden
2218,2218, 1.265.000, Kildegårds Plads 3,2820 Gentofte,110,3,12.53894352,55.73762665,772.64,2151.8,360.89,931.08,594.0,Hovedstaden
2219,2219, 1.295.000, Godthåbsvænget 11,2000 Frederiksberg,100,3,12.519648,55.69063747,567.64,3550.81,830.89,159.98,843.66,Hovedstaden
2220,2220, 1.395.000, Islands Brygge 30B,2300 København S,76,1,12.56942963,55.66183508,390.18,2115.81,1126.26,354.96,3876.25,Hovedstaden
2221,2221, 1.445.000, Blidahpark 40,2900 Hellerup,80,3,12.57668001,55.74225972,751.93,1791.88,593.86,242.93,2707.18,Hovedstaden
2222,2222, 1.475.000, Skovvejen 46I,8000 Aarhus C,87,4,10.21981193,56.16821032,800.56,2492.11,1093.76,535.86,5485.63,Midtjylland
2223,2223, 1.595.000, Anneberghøj 6,9000 Aalborg,116,3,9.89708874,57.05015265,517.47,1127.13,737.39,703.01,1112.16,Nordjylland
2224,2224, 1.650.000, Strandvejen 217,2900 Hellerup,122,5,12.57892701,55.74174498,955.15,1697.85,797.07,148.74,2743.6,Hovedstaden
2225,2225, 1.689.000, Enighedsvej 40B ,2920 Charlottenlund,201,4,12.56280851,55.75358396,402.16,3063.24,1137.18,524.91,3087.84,Hovedstaden
2226,2226, 1.695.000, Tuborg Sundpark 7,2900 Hellerup,162,4,12.58611199,55.72731509,845.06,1683.04,723.98,562.61,3423.03,Hovedstaden
2227,2227, 1.795.000, Doktorvænget 49,7500 Holstebro,28,1,8.61182966,56.37335144,462.0,1986.53,670.61,611.68,2192.36,Midtjylland
2228,2228, 1.795.000, Højersgade 13A ,9850 Hirtshals,126,4,9.95591638,57.58921921,616.76,655.79,525.99,327.07,21786.14,Nordjylland
2229,2229, 1.795.000, Vestervangsvej 71 3 313 ,8800 Viborg,58,2,9.39484043,56.4637489,587.89,2351.49,897.63,607.11,2903.88,Midtjylland
2230,2230, 1.879.000, Gl. Hadsundvej 12A,8900 Randers C,47,2,10.04165573,56.46631957,572.27,1549.48,480.44,616.27,1908.71,Midtjylland
2231,2231, 1.895.000, Byskov Alle 14,4200 Slagelse,43,2,11.38821643,55.40538685,105.26,3282.47,263.81,1071.78,2536.92,Sjælland
2232,2232, 1.995.000, Hilmar Finsens Gade 21,6400 Sønderborg,56,2,9.80068288,54.90943015,518.36,2184.08,497.89,732.42,2591.08,Syddanmark
2233,2233, 1.995.000, Kirkepladsen 1C,9900 Frederikshavn,56,2,10.53759428,57.44119842,766.55,262.42,1709.27,214.96,1136.8,Nordjylland
2234,2234, 1.995.000, Falen 25 1 tv ,5000 Odense C,24,1,10.37468671,55.39255621,96.32,1570.39,318.22,267.4,1556.43,Syddanmark
2235,2235, 1.995.000, Mølletoften 4,8940 Randers SV,81,2,10.04449529,56.44855062,991.57,2675.53,1189.51,366.22,3320.33,Midtjylland
2236,2236, 2.195.000, Silkeborgvej 43F,7400 Herning,74,3,8.98881759,56.13551354,700.85,1395.29,488.65,549.43,1963.44,Midtjylland
2237,2237, 2.249.000, Kongensgade 12,3550 Slangerup,75,3,12.17195417,55.84577894,280.28,5887.85,1084.15,270.24,6529.62,Hovedstaden
2238,2238, 2.350.000, Kristrupvej 8,8960 Randers SØ,120,5,10.04566764,56.45107457,939.08,2125.88,1033.82,291.64,2709.38,Midtjylland
2239,2239, 2.400.000, H. C. Andersens Vej 22,9000 Aalborg,95,4,9.96977673,57.0424618,193.19,3778.94,958.12,258.44,4200.27,Nordjylland
2240,2240, 2.450.000, Ejboparken 35,4000 Roskilde,43,1,12.06281343,55.6288153,143.94,2683.37,1015.36,1026.55,2393.63,Hovedstaden
2241,2241, 2.545.000, Langelandsgade 6,9000 Aalborg,57,2,9.94150924,57.04216448,407.41,1612.05,691.1,267.04,2626.11,Nordjylland
2242,2242, 2.595.000, Østerbrogade 74 3 ,9400 Nørresundby,70,2,9.92463431,57.05797768,351.43,1591.16,461.91,376.69,1530.49,Nordjylland
2243,2243, 2.750.000, Vænget 6 ,4450 Jyderup,126,4,11.3992746,55.65838542,727.8,807.87,1819.57,591.85,20274.57,Midtjylland
2244,2244, 2.750.000, Teglgårdsvej 549,3050 Humlebæk,75,3,12.52311346,55.95809459,391.67,1306.46,1130.55,1007.67,13712.69,Hovedstaden
2245,2245, 2.895.000, Horsensvej 20,3000 Helsingør,70,2,12.5935137,56.02162369,257.34,2151.95,500.74,1447.98,2018.94,Hovedstaden
2246,2246, 2.975.000, Jagtvej 141,2200 København N,41,1,12.55354473,55.69875484,31.9,2475.85,479.98,34.34,1058.39,Hovedstaden
2247,2247, 3.395.000, Teisensvej 2A,5000 Odense C,73,2,10.39891549,55.40824922,389.86,1573.15,797.18,482.83,4337.8,Syddanmark
2248,2248, 3.495.000, Frederiksborgvej 38A,4000 Roskilde,51,1,12.08381669,55.6464034,241.73,1341.92,275.08,873.28,2005.54,Hovedstaden
2249,2249, 3.495.000, Kirkepladsen 1C,9900 Frederikshavn,119,4,10.53759428,57.44119842,766.55,262.42,1709.27,214.96,1136.8,Nordjylland
2250,2250, 3.950.000, Akacieparken 11B,2680 Solrød Strand,61,2,12.21313037,55.53429403,630.47,7158.29,882.66,291.85,11811.3,Hovedstaden
2251,2251, 3.995.000, Poppel Alle 11,4000 Roskilde,57,2,12.05687011,55.63711329,520.4,2393.7,637.29,506.4,2678.26,Hovedstaden
2252,2252, 3.995.000, Frederiksborgvej 38B,4000 Roskilde,51,1,12.0838203,55.64652405,255.29,1527.65,288.65,886.95,2019.21,Hovedstaden
2253,2253, 4.500.000, Kantorparken 75,8240 Risskov,85,3,10.20806276,56.19896541,313.58,6649.08,1030.18,809.64,3306.39,Midtjylland
2254,2254, 4.750.000, Mølleåparken 83,2800 Kongens Lyngby,61,2,12.50265053,55.79495896,512.52,311.37,1287.18,246.47,9359.71,Hovedstaden
2255,2255, 4.845.000, Teglvænget 9,9000 Aalborg,103,4,9.93913751,57.04504681,687.16,1794.13,970.85,489.05,2208.16,Nordjylland
2256,2256, 4.995.000, Tøndergade 87,8000 Aarhus C,57,2,10.18154356,56.14037224,247.32,2336.03,1051.26,74.15,7596.25,Midtjylland
2257,2257, 4.998.000, Arnbjergalle 3,6800 Varde,87,3,8.48707153,55.62245302,999.31,785.91,1340.59,438.13,18243.12,Syddanmark
2258,2258, 5.198.000, Tjørnerækken 1,2300 København S,61,2,12.61613612,55.66725649,88.61,3825.75,448.65,591.96,1916.69,Hovedstaden
2259,2259, 8.995.000, Hamletsgade 24,2200 København N,44,2,12.54397153,55.70111096,308.25,3053.22,485.15,214.72,1773.15,Hovedstaden
2260,2260, 13.200.000, Grønnevej 96,2830 Virum,69,3,12.47218955,55.79315316,188.94,2127.73,481.68,270.39,8628.66,Hovedstaden
2261,2261, 21.000.000, Ådalen 4H ,6710 Esbjerg V,107,4,8.38310676,55.50748386,1267.83,5259.18,1290.09,1660.26,6691.06,Syddanmark
2262,2262, 325.000, Lynettevej 7 5 th ,2300 København S,53,2,12.6124873,55.65967856,243.47,3814.87,613.99,219.71,1162.53,Hovedstaden
2263,2263, 375.000, Johan Kellers Vej 53 4 th ,2450 København SV,56,2,12.53605198,55.65478027,363.86,1826.78,433.14,521.1,4888.74,Hovedstaden
2264,2264, 550.000, Jens Baggesens Vej 106,8200 Aarhus N,100,4,10.19736291,56.1706627,161.37,3004.91,479.08,762.56,4248.42,Midtjylland
2265,2265, 625.000, Svanevej 15,2400 København NV,52,2,12.53494377,55.69955264,442.38,3369.31,108.16,317.09,1701.13,Hovedstaden
2266,2266, 695.000, Guldbergsvej 12,5000 Odense C,88,4,10.39847081,55.39159345,149.5,2221.54,166.12,268.47,2659.27,Syddanmark
2267,2267, 765.000, Kirketoften 8 1 ,8260 Viby J,161,5,10.16729657,56.12602759,368.47,867.38,301.19,644.0,9009.01,Midtjylland
2268,2268, 775.000, Jakob Skomager Vej 6,9000 Aalborg,111,4,9.8766298,57.03949989,608.29,3080.0,899.14,1003.31,2521.14,Nordjylland
2269,2269, 775.000, Lyneborggade 6,2300 København S,54,2,12.60932449,55.66520923,136.73,3459.18,356.38,43.09,1600.02,Hovedstaden
2270,2270, 795.000, Søllerød Park 5,2840 Holte,88,4,12.50716095,55.80927806,326.73,1762.74,435.89,348.5,11667.42,Hovedstaden
2271,2271, 895.000, Drejøgade 28,2100 København Ø,59,2,12.57165845,55.7116917,231.75,2691.86,658.59,124.62,2194.32,Hovedstaden
2272,2272, 1.195.000, Valborg Allé 5,2500 Valby,63,2,12.50902999,55.66668438,261.47,647.74,261.74,144.58,2979.34,Hovedstaden
2273,2273, 1.250.000, Bryggervangen 36,2100 København Ø,53,2,12.56563229,55.71124757,322.88,3178.1,494.88,242.38,2193.86,Hovedstaden
2274,2274, 1.295.000, Ved Sønderport 16 5 th ,2300 København S,62,2,12.60186127,55.66650633,273.29,2817.73,273.89,257.99,2603.71,Hovedstaden
2275,2275, 1.380.000, C.F. Richs Vej 89 3 tv ,2000 Frederiksberg,73,2,12.50565815,55.68654877,635.27,3370.67,656.98,568.0,1441.17,Hovedstaden
2276,2276, 1.395.000, Toldkammeret 9 3 4 ,7000 Fredericia,100,3,9.75492946,55.55986163,610.25,1715.91,637.96,796.33,11418.27,Syddanmark
2277,2277, 1.395.000, Lille Nyhavn,8660 Skanderborg,94,3,9.93134835,56.03741257,418.23,953.93,161.72,702.38,664.27,Midtjylland
2278,2278, 1.445.000, Lille Nyhavn 13,8660 Skanderborg,117,4,9.93125191,56.03695383,323.99,1084.19,194.18,608.25,644.64,Midtjylland
2279,2279, 1.475.000, Søndre Badevej 3C,4600 Køge,98,3,12.19177315,55.45151476,1259.51,1101.01,1638.76,540.1,5894.59,Hovedstaden
2280,2280, 1.645.000, Maglebo 9,2770 Kastrup,105,5,12.62546186,55.62653609,763.11,2269.62,937.1,619.32,3814.31,Hovedstaden
2281,2281, 1.675.000, Bispeengen 19,2000 Frederiksberg,76,3,12.53428963,55.69438286,482.81,3310.7,722.25,172.08,1490.88,Hovedstaden
2282,2282, 1.795.000, Laksegade 26,1063 København K,68,2,12.5828036,55.67770146,509.15,1237.95,511.72,326.41,2830.99,Hovedstaden
2283,2283, 1.845.000, Elga Olgas Vej 3,2000 Frederiksberg,98,3,12.50334857,55.68373954,256.07,3382.85,708.62,121.18,1944.34,Hovedstaden
2284,2284, 1.850.000, Tom Kristensens Vej 30 4 tv ,2300 København S,97,4,12.58718563,55.66110558,331.68,2720.49,473.43,416.29,3036.72,Hovedstaden
2285,2285, 1.875.000, Rahbeks Alle 15,1801 Frederiksberg C,80,2,12.53461104,55.66917639,105.21,1578.12,414.79,240.04,2816.27,Hovedstaden
2286,2286, 1.895.000, Vejlesøparken 35,2840 Holte,125,4,12.46462562,55.80307727,294.72,3652.46,479.44,1030.84,10515.59,Hovedstaden
2287,2287, 1.950.000, Vindegade 100B,5000 Odense C,245,7,10.37900443,55.39627871,531.62,1035.82,513.75,347.23,1875.43,Syddanmark
2288,2288, 2.145.000, Kenny Drews Vej 63,2450 København SV,115,4,12.55124234,55.6455446,309.4,2938.8,532.08,224.66,6680.33,Hovedstaden
2289,2289, 2.150.000, Torvegade 54,1400 København K,132,5,12.59243672,55.67167569,170.25,2305.66,141.98,76.95,3228.33,Hovedstaden
2290,2290, 2.295.000, Thorvaldsensvej 27,1871 Frederiksberg C,138,4,12.54495324,55.68090985,207.21,1987.03,203.4,428.48,1833.5,Hovedstaden
2291,2291, 2.395.000, Larsbjørnsstræde 7B ,1454 København K,245,3,12.56928341,55.67798858,293.88,1013.09,445.05,207.17,2900.94,Hovedstaden
2292,2292, 2.398.000, Carolinelundsvej 13,8700 Horsens,38,2,9.85936059,55.86310052,185.79,2566.46,185.79,597.14,1290.33,Midtjylland
2293,2293, 2.495.000, Dronningensgade 2B,9800 Hjørring,90,3,9.98389174,57.45979966,167.55,560.15,990.16,437.61,1725.91,Nordjylland
2294,2294, 2.595.000, Ingemanns Alle 175B,6700 Esbjerg,71,2,8.47338897,55.47291374,605.03,1106.76,703.63,313.67,1425.44,Syddanmark
2295,2295, 2.595.000, Granly Alle 5A 1 th ,6710 Esbjerg V,89,3,8.41083749,55.49329649,147.43,3830.88,1033.2,222.35,4761.83,Syddanmark
2296,2296, 2.648.000, Ane Dams Gade 11,9400 Nørresundby,70,2,9.92887609,57.05978306,75.28,1859.81,476.76,636.64,1750.85,Nordjylland
2297,2297, 2.665.000, Lotusvej 1,5250 Odense SV,71,2,10.348035,55.36447676,519.97,2590.52,1101.84,443.89,3350.82,Syddanmark
2298,2298, 2.795.000, Annebergvej 21,9000 Aalborg,57,2,9.9024821,57.0496685,305.08,1130.0,524.99,641.53,850.07,Nordjylland
2299,2299, 2.795.000, Staldgårdsgade 4C,8900 Randers C,100,4,10.03216563,56.46112473,341.14,1064.07,634.33,487.54,1941.67,Midtjylland
2300,2300, 2.795.000, Vesterbro 125 1 103 ,9000 Aalborg,55,2,9.91699577,57.05247397,639.39,714.22,481.87,254.28,593.86,Nordjylland
2301,2301, 2.795.000, Jyllandsgade 17,9000 Aalborg,57,2,9.92196206,57.04260842,506.86,353.54,731.01,232.53,1367.6,Nordjylland
2302,2302, 2.845.000, Søndermarksvej 19,4200 Slagelse,107,3,11.38970943,55.40634453,241.08,3552.4,305.33,903.6,2813.14,Sjælland
2303,2303, 2.875.000, Zahnsgade 11,6000 Kolding,77,3,9.46708581,55.49047258,396.3,2528.78,197.1,433.08,3055.62,Syddanmark
2304,2304, 2.875.000, Akacievej 5B ,3300 Frederiksværk,102,3,12.02698447,55.98046998,660.02,1889.21,1118.54,917.29,16862.97,Hovedstaden
2305,2305, 2.895.000, Rødovrevej 315,2610 Rødovre,45,1,12.45845336,55.69517914,512.37,6015.43,818.34,322.02,5368.93,Hovedstaden
2306,2306, 2.995.000, Sorrentovej 4,2300 København S,26,1,12.62079241,55.6585694,141.29,4486.57,850.57,199.22,761.5,Hovedstaden
