new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance
6445, 2.800.000kr. , Guldsmedestien 1,2990 Nivå,95,3,12.50639927,55.93751497,392.84,801.57,824.04,602.7,15418.02
6446, 2.845.000kr. , Tranegårdsvej 54,2900 Hellerup,60,2,12.56383728,55.74136325,253.57,1419.15,440.77,1052.67,2646.45
6447, 3.598.000kr. , Esther Aggebos Gade 48,8000 Aarhus C,71,2,10.22675984,56.16758617,1172.89,2749.44,1526.24,1014.49,6396.36
6448, 675.000kr. , Tyreengen 2,4220 Korsør,78,3,11.1594673,55.32619969,568.08,4877.58,1300.45,809.17,18344.75
6449, 2.195.000kr. , Landlystvej 57A 1 tv ,2650 Hvidovre,54,2,12.47234527,55.6598186,474.46,4210.07,409.1,275.87,3826.59
6450, 2.495.000kr. , Hibiscusvej 72,5200 Odense V,104,4,10.36248477,55.39711351,606.33,1963.9,779.57,520.5,2095.24
6451, 2.595.000kr. , Julius Posselts Vej 3A 13 7 ,9400 Nørresundby,83,2,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69
6452, 3.395.000kr. , Gammel Havn 7,9000 Aalborg,103,3,9.92731513,57.0484398,227.77,1186.18,1213.15,280.53,1117.94
6453, 1.350.000kr. , Taastrup Have 26,2630 Taastrup,42,1,12.29438131,55.65319823,779.21,2665.43,728.56,664.25,7720.29
6454, 2.850.000kr. , Trondsvej 22 1 mf ,9990 Skagen,101,3,10.586559,57.7199579,683.11,833.96,1026.35,527.74,39964.75
6455, 575.000kr. , Rugårdsvej 59B ,5000 Odense C,120,1,10.36327821,55.39902965,304.7,1692.0,359.16,513.21,2251.92
6456, 1.345.000kr. , Hougårdsvej 50,8220 Brabrand,58,2,10.09195471,56.15142625,228.22,7887.54,1334.64,220.07,9466.57
6457, 1.895.000kr. , Sct. Michaels Gade 9,6000 Kolding,100,3,9.46666268,55.48560497,46.45,2138.2,55.24,467.9,3515.24
6458, 475.000kr. , Anemonevej 23,8930 Randers NØ,63,3,10.03260277,56.471247,704.8,2179.09,1055.34,224.31,1466.19
6459, 1.098.000kr. , Randersvej 47A ,8680 Ry,53,2,9.76375013,56.09648962,639.01,1129.98,729.7,859.43,14243.1
6460, 3.445.000kr. , Robert Jacobsens Vej 78 7 3 ,2300 København S,63,2,12.57205823,55.6171277,187.85,1498.05,1123.49,448.73,6657.51
6461, 1.495.000kr. , Exnersgade 51,6700 Esbjerg,103,5,8.46041873,55.46833611,538.0,1225.97,654.88,371.27,1469.55
6462, 1.890.000kr. , Hobrovej 58,9000 Aalborg,97,4,9.90815181,57.03294184,491.51,1772.06,1125.07,212.79,1039.33
6463, 2.159.500kr. , Lyngborghave 2B,3460 Birkerød,72,3,12.41269965,55.83866018,359.91,9983.49,454.96,1396.72,14399.21
6464, 2.550.000kr. , Sommerstedgade 15,1718 København V,49,2,12.5565073,55.66638885,284.48,1372.83,358.06,301.0,4312.1
6465, 2.595.000kr. , Østergade 13A,7800 Skive,185,4,9.02876357,56.56696672,748.84,911.45,516.69,415.95,1170.76
6466, 1.200.000kr. , Tannisbugtvej 49 2.,9881 Bindslev,72,3,10.18777377,57.58537037,956.39,13582.03,5718.55,80.87,28212.3
6467, 1.495.000kr. , Sct. Mogens Gade 22,8800 Viborg,83,3,9.41185257,56.45218736,940.61,2378.39,745.93,273.61,1906.39
6468, 1.498.000kr. , Teglgårdsvej 387,3050 Humlebæk,69,2,12.52616575,55.96023158,752.77,1010.75,933.57,713.46,13655.29
6469, 2.700.000kr. , Bifaldet 17,4000 Roskilde,77,3,12.08365721,55.62920925,510.42,2142.1,510.0,710.03,1392.83
6470, 5.900.000kr. , Taarbæk Strandvej 95,2930 Klampenborg,92,3,12.59425818,55.78804452,253.37,1485.64,150.18,3479.31,8392.96
6471, 875.000kr. , Vestergade 34C,6800 Varde,73,2,8.47817749,55.6224634,514.19,385.91,908.47,541.52,18460.3
6472, 2.495.000kr. , Mikkelborg Park 7,2970 Hørsholm,68,2,12.52517427,55.906774,893.04,2124.33,2302.64,2635.35,18541.93
6473, 2.595.000kr. , Julius Posselts Vej 3A 13 1 ,9400 Nørresundby,83,2,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69
6474, 3.495.000kr. , Julius Posselts Vej 3A 14 4 ,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69
6475, 3.795.000kr. , Julius Posselts Vej 3A 17 3 ,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69
6476, 3.845.000kr. , Jenny Kammersgaards Vej 5,8700 Horsens,120,4,9.86695113,55.85893121,1090.02,2478.91,1115.64,297.65,1277.08
6477, 3.995.000kr. , Hjortholmsvej 1B ,9990 Skagen,97,3,10.59965397,57.72535241,1366.8,603.15,1156.64,650.8,40558.14
6478, 1.398.000kr. , Buddingevej 260,2860 Søborg,36,1,12.493898,55.74785888,56.06,3489.46,636.21,1307.9,4328.01
6479, 1.795.000kr. , Havnegade 4,3790 Hasle,150,4,14.70374274,55.18450891,953.07,163559.14,407.04,196.32,11915.69
6480, 345.000kr. , Møllevej 14A,7830 Vinderup,73,3,8.7772193,56.48374729,1269.0,484.27,932.46,410.96,18189.09
6481, 2.995.000kr. , Dybbølsgade 38,1721 København V,40,2,12.55311617,55.66638602,144.12,1672.46,318.61,391.63,4084.13
6482, 3.285.000kr. , Jernbanegade 3,3480 Fredensborg,89,2,12.39890702,55.97902301,520.29,743.26,1052.56,359.03,9716.01
6483, 998.000kr. , Beatesmindevej 143,9210 Aalborg SØ,80,2,9.93141433,57.01990995,102.38,3528.35,859.7,662.94,3757.43
6484, 1.875.000kr. , Engdalsvej 73A,8220 Brabrand,84,3,10.12031388,56.15109604,408.62,6582.43,992.13,777.84,8161.46
6485, 3.498.000kr. , Skt. Nicolaus Gade 3,8000 Aarhus C,75,2,10.19933253,56.15107256,832.56,688.31,808.0,31.62,6208.42
6486, 11.750.000kr. , Niels Hemmingsens Gade 32A,1153 København K,234,4,12.57638232,55.68036832,179.81,578.22,582.68,319.47,3674.43
6487, 1.348.000kr. , Dr. Holsts Vej 36,8230 Åbyhøj,47,2,10.14504366,56.15926175,238.69,4731.73,1062.25,1018.5,5349.54
6488, 1.795.000kr. , Filstedvej 12,9000 Aalborg,123,5,9.95726171,57.03555293,430.39,3696.05,151.62,576.22,3637.2
6489, 2.795.000kr. , Ordrup Jagtvej 42A,2920 Charlottenlund,65,2,12.58581466,55.76262333,268.15,1934.23,720.5,765.1,5410.25
6490, 850.000kr. , Frederik 3.s Vej 17,7000 Fredericia,66,2,9.74386044,55.56780523,749.01,420.1,814.13,183.54,10905.09
6491, 995.000kr. , Kværkebyvej 54 st ,4100 Ringsted,169,2,11.87603924,55.45985724,1606.93,6947.37,1436.74,5566.17,7345.91
6492, 1.375.000kr. , Gl Færgevej 5,7600 Struer,137,5,8.56522261,56.5742948,4966.91,1753.77,5037.42,4623.72,20925.99
6493, 2.245.000kr. , Jens Baggesens Vej 98,8200 Aarhus N,86,3,10.19645136,56.17064906,109.77,3101.71,464.88,710.86,3965.83
6494, 2.648.000kr. , Emiliehøj 12,8270 Højbjerg,117,4,10.20898968,56.10996931,619.02,4351.49,921.13,683.37,11469.92
6495, 2.799.000kr. , Saksen D 4,2630 Taastrup,120,4,12.271635,55.65049287,602.02,455.58,431.9,600.43,9150.49
6496, 2.895.000kr. , Julius Posselts Vej 3A 7 4 ,9400 Nørresundby,114,3,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69
6497, 3.150.000kr. , Amerikavej 3B,1756 København V,52,2,12.54172388,55.66996426,133.59,1872.48,445.27,227.8,2984.55
6498, 595.000kr. , Calvinsvej 62,7000 Fredericia,55,2,9.74453387,55.57249706,166.34,795.64,628.26,544.58,11304.72
6499, 2.095.000kr. , Sallingvej 68,2720 Vanløse,64,2,12.49870906,55.69315897,298.04,5084.19,505.61,144.79,2341.99
6500, 2.395.000kr. , Ringstedgade 50,4000 Roskilde,86,4,12.07570381,55.63709352,501.31,1447.48,463.63,506.79,1231.31
6501, 3.750.000kr. , Dunkerquegade 32,2150 Nordhavn,54,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6502, 3.999.000kr. , Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6503, 4.499.000kr. , Dunkerquegade 32,2150 Nordhavn,67,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6504, 4.499.000kr. , Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6505, 4.499.000kr. , Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6506, 4.699.000kr. , Dunkerquegade 32,2150 Nordhavn,64,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6507, 4.699.000kr. , Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6508, 4.699.000kr. , Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6509, 4.799.000kr. , Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6510, 4.799.000kr. , Dunkerquegade 32,2150 Nordhavn,65,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6511, 4.899.000kr. , Dunkerquegade 32,2150 Nordhavn,66,2,12.59660042,55.70959232,539.85,2581.37,914.8,515.49,3321.71
6512, 5.050.000kr. , Dunkerquegade 24,2150 Nordhavn,74,2,12.59739701,55.70942985,593.59,2715.94,968.44,569.13,3375.35
6513, 5.999.000kr. , Dunkerquegade 22,2150 Nordhavn,88,2,12.59765506,55.70942304,595.78,2637.3,968.63,571.42,3375.54
6514, 6.199.000kr. , Dunkerquegade 17,2150 Nordhavn,90,3,12.59666599,55.70914975,196.56,2427.77,1210.51,331.2,3087.27
6515, 6.999.000kr. , Dunkerquegade 20,2150 Nordhavn,97,3,12.59758594,55.70931511,608.05,2649.57,980.9,583.69,3384.44
6516, 7.399.000kr. , Dunkerquegade 20,2150 Nordhavn,90,3,12.59758594,55.70931511,608.05,2649.57,980.9,583.69,3384.44
6517, 8.750.000kr. , Dunkerquegade 13,2150 Nordhavn,91,3,12.59685174,55.70911183,208.5,2445.72,1222.45,318.34,3160.72
6518, 395.000kr. , Mølletoften 18,8940 Randers SV,39,1,10.04355628,56.44862141,1015.68,2652.47,1249.52,390.34,3297.17
6519, 395.000kr. , Olfert Fischers Vej 21C ,9900 Frederikshavn,69,2,10.51311433,57.44098716,353.46,2356.91,429.41,815.69,2075.68
6520, 4.195.000kr. , Farum Hovedgade 71A,3520 Farum,137,2,12.36098167,55.80857998,176.25,14169.83,850.7,197.67,13719.64
6521, 5.495.000kr. , Nørgaardsvej 29K,2800 Kongens Lyngby,75,2,12.50763373,55.77059933,584.06,413.39,477.85,332.55,5068.19
6522, 7.499.000kr. , Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6523, 595.000kr. , Jyllandsgade 12,7800 Skive,70,2,9.02731544,56.57057947,749.24,1408.05,730.07,379.86,312.42
6524, 895.000kr. , Tinghøjvej 17,8370 Hadsten,75,3,10.05984705,56.32507487,460.03,943.99,1079.73,1107.94,17986.97
6525, 1.145.000kr. , Mathiesensvej 37,4220 Korsør,120,4,11.14556056,55.32581957,137.69,3952.31,353.62,274.44,20490.72
6526, 1.245.000kr. , Lindholmsvej 6,9400 Nørresundby,65,2,9.91766832,57.0615477,432.83,1346.68,271.18,280.42,1868.38
6527, 1.395.000kr. , Helgolandsgade 29B st ,7500 Holstebro,97,4,8.61362484,56.35530235,326.34,1427.83,423.7,473.35,1790.26
6528, 5.600.000kr. , Trangravsvej 37,1436 København K,56,2,12.59919847,55.67951105,544.8,2267.46,757.4,555.4,4376.55
6529, 2.770.000kr. , Klostervej 24A,5000 Odense C,95,3,10.38103925,55.39858161,335.64,653.34,291.35,279.87,2193.98
6530, 5.695.000kr. , Brogade 8B,4600 Køge,100,3,12.18191716,55.4557699,291.64,836.86,632.66,319.34,3875.09
6531, 7.950.000kr. , Havneholmen 42,1561 København V,106,3,12.56242442,55.66004466,841.66,2096.06,1232.79,687.22,4431.09
6532, 10.250.000kr. , Faksegade 7,2100 København Ø,137,5,12.58066402,55.69989199,111.4,1531.25,242.24,192.98,1479.52
6533, 2.195.000kr. , Folehaven 92 1 tv ,2500 Valby,57,2,12.4968194,55.65215064,427.8,1756.12,620.19,324.24,2548.68
6534, 1.874.000kr. , Solvænget 1,3000 Helsingør,61,3,12.60258522,56.03419416,222.54,1121.09,894.86,587.21,327.86
6535, 1.995.000kr. , Vesterbro 50,9000 Aalborg,104,3,9.91588174,57.04805001,682.31,729.84,706.91,229.93,442.5
6536, 2.500.000kr. , Nordre Park 7,5700 Svendborg,91,3,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49
6537, 3.000.000kr. , Nordre Park 3,5700 Svendborg,103,3,10.60857381,55.06735626,658.63,1303.66,746.19,79.71,3045.41
6538, 3.000.000kr. , Nordre Park 7,5700 Svendborg,103,4,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49
6539, 3.000.000kr. , Nordre Park 3,5700 Svendborg,96,3,10.60857381,55.06735626,658.63,1303.66,746.19,79.71,3045.41
6540, 3.500.000kr. , Nordre Park 7,5700 Svendborg,140,4,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49
6541, 3.648.000kr. , Frederiks Allé 75A,8000 Aarhus C,82,3,10.19763,56.14874908,390.05,610.89,602.17,214.93,6242.99
6542, 3.995.000kr. , Fredensvej 73 3 ,2920 Charlottenlund,80,3,12.57451808,55.76097146,224.07,2304.45,273.3,197.96,4611.06
6543, 2.095.000kr. , Blåfuglestræde 32,2640 Hedehusene,67,2,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6544, 2.295.000kr. , Blåfuglestræde 32,2640 Hedehusene,75,2,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6545, 2.675.000kr. , Blåfuglestræde 32,2640 Hedehusene,87,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6546, 2.675.000kr. , Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6547, 2.695.000kr. , Cikoriegade 44,2640 Hedehusene,94,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31
6548, 2.695.000kr. , Cikoriegade 44,2640 Hedehusene,89,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31
6549, 2.695.000kr. , Cikoriegade 46,2640 Hedehusene,89,3,12.20962067,55.64365018,497.18,1484.7,502.0,593.03,9180.26
6550, 2.695.000kr. , Cikoriegade 44,2640 Hedehusene,91,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31
6551, 2.695.000kr. , Cikoriegade 46,2640 Hedehusene,94,3,12.20962067,55.64365018,497.18,1484.7,502.0,593.03,9180.26
6552, 2.725.000kr. , Blåfuglestræde 32,2640 Hedehusene,87,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6553, 2.725.000kr. , Blåfuglestræde 32,2640 Hedehusene,87,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6554, 2.725.000kr. , Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6555, 2.745.000kr. , Cikoriegade 44,2640 Hedehusene,89,3,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31
6556, 2.745.000kr. , Cikoriegade 46,2640 Hedehusene,89,3,12.20962067,55.64365018,497.18,1484.7,502.0,593.03,9180.26
6557, 2.875.000kr. , Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6558, 2.975.000kr. , Blåfuglestræde 32,2640 Hedehusene,86,3,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6559, 2.995.000kr. , Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6560, 3.045.000kr. , Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6561, 3.045.000kr. , Cikoriegade 44,2640 Hedehusene,105,4,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31
6562, 3.095.000kr. , Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6563, 3.175.000kr. , Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6564, 3.195.000kr. , Cikoriegade 44,2640 Hedehusene,105,4,12.20965807,55.6435211,513.93,1472.76,518.65,580.98,9168.31
6565, 3.295.000kr. , Blåfuglestræde 32,2640 Hedehusene,100,4,12.21009218,55.64370077,521.11,1251.93,525.83,617.85,9215.68
6566, 4.598.000kr. , Nørregade 38,8000 Aarhus C,153,3,10.20892507,56.16056731,343.62,1988.05,238.85,137.89,5369.97
6567, 1.150.000kr. , Jyllandsgade 5,8700 Horsens,81,3,9.84195312,55.85777686,748.19,1036.54,1350.03,453.81,2657.91
6568, 1.795.000kr. , Bredegade 4,4200 Slagelse,105,3,11.35392746,55.40237314,534.2,1087.42,471.88,236.8,880.27
6569, 665.000kr. , Kalkværksvej 16,9900 Frederikshavn,71,2,10.52740074,57.43690196,640.55,1186.48,1205.79,775.52,1322.59
6570, 1.445.000kr. , Snerlevej 3 st tv ,9000 Aalborg,79,3,9.90637793,57.0339307,585.7,1936.59,944.81,276.73,975.87
6571, 4.195.000kr. , C.F. Møllers Allé 18,2300 København S,99,3,12.57425173,55.63513661,376.99,1409.48,823.51,537.29,4928.94
6572, 1.095.000kr. , Kiddesvej 18B,7100 Vejle,50,2,9.53029974,55.70149522,553.15,923.66,801.44,505.53,2029.45
6573, 1.450.000kr. , Buddingevej 190,2860 Søborg,45,2,12.49475155,55.75290198,297.97,2663.18,751.07,1204.5,4532.31
6574, 1.495.000kr. , Lotusvej 14,5250 Odense SV,91,3,10.34783312,55.36394041,677.06,2631.41,1180.73,493.23,3400.22
6575, 1.998.000kr. , Vestervang 7,8000 Aarhus C,73,2,10.19505726,56.16202753,345.4,2311.31,707.55,553.74,4826.82
6576, 3.000.000kr. , Nordre Park 1,5700 Svendborg,98,3,10.60857629,55.06723163,644.92,1254.96,732.48,93.6,1627.37
6577, 4.895.000kr. , Strandbjerg 4B,2960 Rungsted Kyst,106,3,12.53595595,55.89210295,1700.11,1865.69,1399.41,1676.52,18067.54
6578, 5.495.000kr. , Haraldsgade 85,2100 København Ø,94,5,12.55855658,55.70917776,408.28,3006.84,534.88,183.83,1895.09
6579, 5.950.000kr. , Otte Ruds Vej 2,5700 Svendborg,171,4,10.61177585,55.05320831,779.71,827.22,850.44,905.25,2062.26
6580, 6.495.000kr. , Strandvejen 98E,3070 Snekkersten,124,3,12.59837531,56.01571019,1151.26,1457.47,1314.11,1446.04,2159.82
6581, 1.095.000kr. , Nørregade 22A,6100 Haderslev,143,4,9.48819763,55.25050122,568.07,12769.97,703.21,447.28,26875.57
6582, 2.395.000kr. , Ribersgade 2,8700 Horsens,134,4,9.84660984,55.86033625,539.84,1576.01,729.09,370.13,2289.37
6583, 3.595.000kr. , Havnen 10,4700 Næstved,184,6,11.75819633,55.22735425,812.81,1185.83,789.94,448.03,1580.81
6584, 895.000kr. , Havepladsvej 176,7000 Fredericia,82,3,9.76570164,55.57682618,391.97,2490.76,244.09,419.79,12999.84
6585, 1.150.000kr. , Vestergade 1,9500 Hobro,108,3,9.79376897,56.6379552,595.22,1119.35,358.86,112.61,1214.86
6586, 1.795.000kr. , Fredsvænget 1,3000 Helsingør,76,3,12.60331046,56.03427654,264.4,1072.85,846.62,538.96,279.61
6587, 4.250.000kr. , Dunkerquegade 23,2150 Nordhavn,73,2,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62
6588, 4.295.000kr. , Teglgårdstræde 16,1452 København K,78,3,12.56801984,55.67995041,168.04,596.18,243.64,145.66,2762.09
6589, 6.499.000kr. , Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6590, 6.499.000kr. , Dunkerquegade 23,2150 Nordhavn,95,3,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62
6591, 6.799.000kr. , Dunkerquegade 23,2150 Nordhavn,92,3,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62
6592, 6.999.000kr. , Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6593, 6.999.000kr. , Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6594, 8.750.000kr. , Dunkerquegade 37,2150 Nordhavn,128,3,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6595, 9.499.000kr. , Dunkerquegade 37,2150 Nordhavn,127,3,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6596, 9.499.000kr. , Dunkerquegade 23,2150 Nordhavn,92,3,12.59630232,55.70932281,188.53,2433.67,1202.38,362.25,3160.62
6597, 9.750.000kr. , Dunkerquegade 37,2150 Nordhavn,120,3,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6598, 10.000.000kr. , Dunkerquegade 37,2150 Nordhavn,113,4,12.59632533,55.70964457,521.86,2563.38,896.81,497.49,3303.72
6599, 2.845.000kr. , Bagsværdvej 71A,2800 Kongens Lyngby,80,3,12.48622096,55.76537808,297.27,1906.9,379.46,258.83,5874.3
6600, 1.898.000kr. , Gebauersgade 8 st 4 ,8000 Aarhus C,51,1,10.19525333,56.15142729,968.6,1125.57,939.56,399.82,6366.58
6601, 2.350.000kr. , Sønderborgvej 3E ,8600 Silkeborg,107,3,9.50707081,56.17360663,682.18,3636.49,979.98,969.59,5485.31
6602, 3.495.000kr. , Carlshøjvej 5,2800 Kongens Lyngby,83,3,12.50809191,55.77691165,221.24,396.7,193.45,658.1,6372.99
6603, 3.495.000kr. , Bymidten 31,9600 Aars,235,6,9.51870223,56.80353893,673.47,22523.04,332.05,165.84,11885.47
6604, 2.245.000kr. , Teglgaardsvej 8A ,7100 Vejle,130,4,9.52898108,55.70184506,659.85,863.23,842.17,572.03,2095.95
6605, 2.798.000kr. , Spangsbjerggade 1A,6700 Esbjerg,120,4,8.44156241,55.46813581,506.64,1415.18,673.0,196.81,1714.62
6606, 5.495.000kr. , Skindergade 42,1159 København K,86,2,12.57265892,55.67867041,166.61,735.93,348.38,360.61,2634.67
6607, 4.195.000kr. , Fredensgade 10,7400 Herning,151,3,8.96594833,56.1357098,551.11,975.91,972.86,316.81,1198.05
6608, 12.500.000kr. , Gammel Havn 7,9000 Aalborg,201,3,9.92731513,57.0484398,227.77,1186.18,1213.15,280.53,1117.94
6609, 1.348.000kr. , Lyngholmsvej 20,9200 Aalborg SV,68,2,9.8913498,57.01003151,355.05,825.44,1177.07,412.69,3903.69
6610, 1.798.000kr. , Borgergade 24,9000 Aalborg,79,4,9.91462499,57.05172308,381.95,463.07,224.42,256.53,384.01
6611, 2.498.000kr. , Marstrandsgade 34,8000 Aarhus C,68,3,10.19646305,56.15399441,846.92,1407.5,915.79,497.05,6023.01
6612, 1.598.000kr. , Skanderborgvej 92,8000 Aarhus C,53,2,10.1814546,56.1399328,379.22,2133.33,1112.56,262.65,7393.55
6613, 1.595.000kr. , Langelandsgade 30,9000 Aalborg,61,2,9.94403529,57.04087801,563.7,1922.13,884.68,460.62,2686.0
6614, 2.850.000kr. , Nordre Park 7,5700 Svendborg,103,3,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49
6615, 2.895.000kr. , Ordrupvej 70A,2920 Charlottenlund,70,2,12.57585389,55.76228464,292.1,2087.27,361.83,73.63,4699.59
6616, 3.000.000kr. , Nordre Park 7,5700 Svendborg,91,3,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49
6617, 3.000.000kr. , Nordre Park 5,5700 Svendborg,96,3,10.60857093,55.06750104,674.54,1284.58,762.11,63.42,1656.99
6618, 3.000.000kr. , Nordre Park 5,5700 Svendborg,96,3,10.60857093,55.06750104,674.54,1284.58,762.11,63.42,1656.99
6619, 3.000.000kr. , Nordre Park 3,5700 Svendborg,96,3,10.60857381,55.06735626,658.63,1303.66,746.19,79.71,3045.41
6620, 3.250.000kr. , Nordre Park 7,5700 Svendborg,142,4,10.60856781,55.06765835,691.91,1947.04,779.47,61.59,3011.49
6621, 2.695.000kr. , Skåde Skovvej 45,8270 Højbjerg,91,2,10.21916831,56.09860136,883.03,6114.26,1311.49,1411.45,13171.99
6622, 1.345.000kr. , Skelhøjvej 25B 1 tv ,2800 Kongens Lyngby,39,1,12.48385896,55.76380186,403.63,2260.39,732.94,483.33,6227.78
6623, 2.095.000kr. , Sabroesvej 13B,3000 Helsingør,70,4,12.60047506,56.0352173,134.53,1305.84,987.13,771.96,1278.31
6624, 1.645.000kr. , Annasholmsgade 14,5000 Odense C,68,2,10.39443842,55.40701282,402.32,1169.17,354.0,185.42,4485.02
6625, 2.095.000kr. , Kærvænget 3,8800 Viborg,100,4,9.42099358,56.46213986,860.6,3086.75,1326.35,509.55,2870.35
6626, 2.295.000kr. , Holmegårdsvej 38,3400 Hillerød,71,2,12.31037725,55.93880858,1080.8,375.97,1022.94,1100.97,1580.68
6627, 4.995.000kr. , Strandkvanen 10E,4600 Køge,128,3,12.19327112,55.45272995,1327.36,1026.63,1564.27,608.22,4871.21
6628, 770.000kr. , Rødkærvej 9,8471 Sabro,42,2,10.06738122,56.19675154,2547.42,9092.8,3567.9,1874.25,9769.02
6629, 1.045.000kr. , Rosenlundsgade 10,9000 Aalborg,42,2,9.92237261,57.04351313,371.04,423.32,690.69,275.1,1198.08
6630, 1.195.000kr. , Slotsgade 15B,6300 Gråsten,85,2,9.5952949,54.9226604,912.91,510.37,716.27,179.74,15765.29
6631, 1.495.000kr. , Rosenkildevej 5,5881 Skårup Fyn,227,7,10.68522345,55.09326148,123.98,7308.46,532.74,735.82,8547.0
6632, 2.799.000kr. , Vestervang 23,8000 Aarhus C,72,2,10.19392968,56.16396132,175.67,2080.35,821.39,882.1,4432.26
6633, 8.495.000kr. , Løngangstræde 21K ,1468 København K,127,3,12.57422726,55.67563304,155.57,1067.63,557.07,270.72,3111.22
6634, 2.795.000kr. , Englandsvej 14,2300 København S,58,3,12.60558363,55.6573594,300.54,3355.08,605.7,162.65,1331.14
6635, 5.150.000kr. , Sortedam Dossering 41B,2200 København N,83,3,12.5678216,55.69177657,57.67,1492.77,558.72,533.4,682.61
6636, 798.000kr. , Lillesøvej 3,8660 Skanderborg,33,1,9.93155762,56.03145923,600.53,1952.23,986.32,150.82,497.87
6637, 1.860.000kr. , Gilleleje Hovedgade 41C,3250 Gilleleje,71,2,12.30982687,56.12318673,724.08,125.42,878.98,168.66,23800.88
6638, 11.995.000kr. , Korsørgade 29,2100 København Ø,151,5,12.58352428,55.70736346,216.55,2075.89,332.41,186.13,2156.61
6639, 895.000kr. , Vesterbrogade 81B,7100 Vejle,74,4,9.5278764,55.71580359,361.44,858.9,517.35,540.43,876.48
